"cid","sid","userid","reply2Id","mid_num","idstr","ctext","csource","create_at"
"3790668042064382","3790647141657488","1791504221",NULL,"3790668042064382","3790668042064382","回复@本我方正:拜托，貌似北大也有不少人被抓吧[哈哈]","<a href=""http://app.weibo.com/t/feed/173r1J"" rel=""nofollow"">三星Galaxy NOTE III</a>","Mon Dec 22 19:52:31 +0800 2014"
"3790668348430206","3790647141657488","2171053725",NULL,"3790668348430206","3790668348430206","方方正正做人，实实在在做事 请不要践踏我们的家园 我是方正人，坚信邪不压正. 方正加油！！！！！！！！","<a href=""http://app.weibo.com/t/feed/3o33sO"" rel=""nofollow"">iPhone 6</a>","Mon Dec 22 19:53:43 +0800 2014"
"3790668663528790","3790647141657488","1504367357",NULL,"3790668663528790","3790668663528790","方正是北大下面企业，是国家最大的校企，下属多家上市公司，出现这样的谣言纯属恶意分子造谣！支持方正！相信方正！","<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>","Mon Dec 22 19:54:58 +0800 2014"
"3790668671925851","3790647141657488","1742269283",NULL,"3790668671925851","3790668671925851","方正现在做什么呢","<a href=""http://app.weibo.com/t/feed/1GEU4g"" rel=""nofollow"">Smartisan T1</a>","Mon Dec 22 19:55:01 +0800 2014"
"3790669057338859","3790647141657488","2308257201",NULL,"3790669057338859","3790669057338859","回复@猪头世:我们是方正人，在有关部门调查期间谨言慎行，不像小人，像疯狗一样乱叫乱咬！","<a href=""http://app.weibo.com/t/feed/2AhyC"" rel=""nofollow"">三星Galaxy Note II</a>","Mon Dec 22 19:56:33 +0800 2014"
"3790669157595579","3790647141657488","2635687724",NULL,"3790669157595579","3790669157595579","少忽悠人！","<a href=""http://app.weibo.com/t/feed/6Df7i5"" rel=""nofollow"">小米手机2S</a>","Mon Dec 22 19:56:57 +0800 2014"
"3790669322059717","3790647141657488","1411366070",NULL,"3790669322059717","3790669322059717","挺方正！","<a href=""http://app.weibo.com/t/feed/l4RWD"" rel=""nofollow"">Weico.Android</a>","Mon Dec 22 19:57:36 +0800 2014"
"3790669330070802","3790647141657488","2775162701",NULL,"3790669330070802","3790669330070802","[心]","<a href=""http://app.weibo.com/t/feed/1tqBja"" rel=""nofollow"">360安全浏览器</a>","Mon Dec 22 19:57:38 +0800 2014"
"3790669376247298","3790647141657488","3197910524",NULL,"3790669376247298","3790669376247298","严惩造谣者！","<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>","Mon Dec 22 19:57:49 +0800 2014"
"3790669430252831","3790647141657488","5444447562",NULL,"3790669430252831","3790669430252831","方正正确的","<a href=""http://app.weibo.com/t/feed/qsbvs"" rel=""nofollow"">手机微博触屏版</a>","Mon Dec 22 19:58:02 +0800 2014"
"3790669598042677","3790647141657488","2514188122",NULL,"3790669598042677","3790669598042677","从你把人民当做不明势力那一刻起，你就输了","<a href=""http://app.weibo.com/t/feed/3G5oUM"" rel=""nofollow"">iPhone 5s</a>","Mon Dec 22 19:58:42 +0800 2014"
"3790669753402830","3790647141657488","1747406147",NULL,"3790669753402830","3790669753402830","急眼了！","<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>","Mon Dec 22 19:59:19 +0800 2014"
"3790669795195291","3790647141657488","1562926051",NULL,"3790669795195291","3790669795195291","呵呵","<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>","Mon Dec 22 19:59:29 +0800 2014"
"3790669983958027","3790647141657488","2729266562",NULL,"3790669983958027","3790669983958027","党中央毛主席保护你","<a href=""http://app.weibo.com/t/feed/4ACxed"" rel=""nofollow"">iPad客户端</a>","Mon Dec 22 20:00:14 +0800 2014"
"3790670009660983","3790647141657488","1418801131",NULL,"3790670009660983","3790670009660983","哈哈哈哈哈哈哈，你知道有多少从方正出去的人等着看热闹嚒？","<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>","Mon Dec 22 20:00:20 +0800 2014"
"3790670378414434","3790647141657488","1791504221",NULL,"3790670378414434","3790670378414434","回复@本我方正:现在你们才是一群疯狗吧[哈哈]","<a href=""http://app.weibo.com/t/feed/173r1J"" rel=""nofollow"">三星Galaxy NOTE III</a>","Mon Dec 22 20:01:47 +0800 2014"
"3790670592695314","3790647141657488","1431713093",NULL,"3790670592695314","3790670592695314","再转个北大方正的，看看怎么反驳人家的。","<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>","Mon Dec 22 20:02:38 +0800 2014"
"3790670634675063","3790647141657488","1716670322",NULL,"3790670634675063","3790670634675063","全世界最大的校办工厂","<a href=""http://app.weibo.com/t/feed/2trInO"" rel=""nofollow"">红米Note 4G</a>","Mon Dec 22 20:02:49 +0800 2014"
"3790670684628991","3790647141657488","1968538967",NULL,"3790670684628991","3790670684628991","方正？受了啥委屈啊？哭的比谁都惨？你这叫当众撒娇，傲娇了啊！滚","<a href=""http://app.weibo.com/t/feed/3o33sO"" rel=""nofollow"">iPhone 6</a>","Mon Dec 22 20:03:01 +0800 2014"
"3790670751590834","3790647141657488","2252453314",NULL,"3790670751590834","3790670751590834","祸国殃民！@王岐山","<a href=""http://app.weibo.com/t/feed/4Vb1UD"" rel=""nofollow"">HTC新渴望8系</a>","Mon Dec 22 20:03:17 +0800 2014"
"3790670814666408","3790647141657488","2308257201",NULL,"3790670814666408","3790670814666408","回复@猪头世:我们方正人都爱我们方正！","<a href=""http://app.weibo.com/t/feed/2AhyC"" rel=""nofollow"">三星Galaxy Note II</a>","Mon Dec 22 20:03:32 +0800 2014"
"3790670814928461","3790647141657488","1419741773",NULL,"3790670814928461","3790670814928461","四通跟方正是一家么？//@演导安全王: 全世界最大的校办工厂","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Mon Dec 22 20:03:31 +0800 2014"
"3790671045565174","3790647141657488","1761066921",NULL,"3790671045565174","3790671045565174","我挺喜欢方正的，只要问心无愧，对得起自己“方正”的名字，就去操爆他们，加油吧","<a href=""http://app.weibo.com/t/feed/1GEU4g"" rel=""nofollow"">Smartisan T1</a>","Mon Dec 22 20:04:27 +0800 2014"
"3790671057961059","3790646902946793","2688415073",NULL,"3790671057961059","3790671057961059","电商估价主要看平台流量和用户活跃度吧。你这样说，我的皇冠店还赚钱呢，来投我吧","<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>","Mon Dec 22 20:04:29 +0800 2014"
"3790671108535796","3790647141657488","1688769253",NULL,"3790671108535796","3790671108535796","方正做生意不地道，迟早出事儿。","<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>","Mon Dec 22 20:04:42 +0800 2014"
"3790671124658380","3790647141657488","1459240713",NULL,"3790671124658380","3790671124658380","到底什么事？有事说事，拿员工人数和资产撑腰是准备威胁政府么？","<a href=""http://app.weibo.com/t/feed/1J95c3"" rel=""nofollow"">红米手机</a>","Mon Dec 22 20:04:46 +0800 2014"
"3790671138258189","3790647141657488","2309081800",NULL,"3790671138258189","3790671138258189","不明势力。。。真醉了","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Mon Dec 22 20:04:49 +0800 2014"
"3790671167023419","3790647141657488","2308257201",NULL,"3790671167023419","3790671167023419","回复@猪头世:我们愿意做方正的看家狗咬你这个猪头！","<a href=""http://app.weibo.com/t/feed/2AhyC"" rel=""nofollow"">三星Galaxy Note II</a>","Mon Dec 22 20:04:56 +0800 2014"
"3790671242530206","3790647141657488","1191552324",NULL,"3790671242530206","3790671242530206","一澄清就算坐实了[嘻嘻]","<a href=""http://app.weibo.com/t/feed/5gA59F"" rel=""nofollow"">小米手机3</a>","Mon Dec 22 20:05:14 +0800 2014"
"3790671246725018","3790647141657488","2433576881",NULL,"3790671246725018","3790671246725018","先说说李友在哪","<a href=""http://app.weibo.com/t/feed/99GpJ"" rel=""nofollow"">华为Ascend Mate7</a>","Mon Dec 22 20:05:15 +0800 2014"
"3790671300837690","3790647141657488","1791504221",NULL,"3790671300837690","3790671300837690","回复@本我方正:中国人都爱中国，但是中国就没问题吗？[偷笑]","<a href=""http://app.weibo.com/t/feed/173r1J"" rel=""nofollow"">三星Galaxy NOTE III</a>","Mon Dec 22 20:05:28 +0800 2014"
"3790671406123045","3790647141657488","1791504221","3790671167023419","3790671406123045","3790671406123045","回复@本我方正:哎哟，疯狗这下是真疯了","<a href=""http://app.weibo.com/t/feed/173r1J"" rel=""nofollow"">三星Galaxy NOTE III</a>","Mon Dec 22 20:05:52 +0800 2014"
"3790671612113392","3790647141657488","3045088253",NULL,"3790671612113392","3790671612113392","又是西方敌对势力？","<a href=""http://app.weibo.com/t/feed/2AhyC"" rel=""nofollow"">三星Galaxy Note II</a>","Mon Dec 22 20:06:42 +0800 2014"
"3790672031641776","3790647141657488","2642793321",NULL,"3790672031641776","3790672031641776","北大人，支持北大方正！如果身子正，坚决反击！[拳头]","<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>","Mon Dec 22 20:08:21 +0800 2014"
"3790672039776596","3790647141657488","1043804461",NULL,"3790672039776596","3790672039776596","方正集团是我们热爱的家园，家的尊严不容践踏，家的权利不可侵犯！让我们用智慧与努力建设家园！祝福四万家人一切平安！坚决打击不法分子的卑劣行径！用法律的武器捍卫我们的家园！","<a href=""http://app.weibo.com/t/feed/3o33sO"" rel=""nofollow"">iPhone 6</a>","Mon Dec 22 20:08:24 +0800 2014"
"3790672077019068","3790647141657488","2308257201",NULL,"3790672077019068","3790672077019068","回复@猪头世:是否有问题让有关部门去查！不要散布谣言干扰视听！","<a href=""http://app.weibo.com/t/feed/2AhyC"" rel=""nofollow"">三星Galaxy Note II</a>","Mon Dec 22 20:08:33 +0800 2014"
"3790672156718144","3790647141657488","5259725884",NULL,"3790672156718144","3790672156718144","我热爱方正，喜欢他的文化，喜欢他的稳重！","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Mon Dec 22 20:08:52 +0800 2014"
"3790672328702537","3790647141657488","1791504221",NULL,"3790672328702537","3790672328702537","回复@本我方正:那也请你们不要干扰!","<a href=""http://app.weibo.com/t/feed/173r1J"" rel=""nofollow"">三星Galaxy NOTE III</a>","Mon Dec 22 20:09:33 +0800 2014"
"3790672689448536","3790647141657488","1075032554",NULL,"3790672689448536","3790672689448536","抓造谣者","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Mon Dec 22 20:10:59 +0800 2014"
"3790672785770613","3790647141657488","2308257201",NULL,"3790672785770613","3790672785770613","回复@猪头世:方正散布XXX公司人被抓了吗？","<a href=""http://app.weibo.com/t/feed/2AhyC"" rel=""nofollow"">三星Galaxy Note II</a>","Mon Dec 22 20:11:22 +0800 2014"
"3790672806902171","3790647141657488","1150064073",NULL,"3790672806902171","3790672806902171","报案了就交给司法裁决，后面还恳请党和政府，难道还没宣判就要上访，还是从一开始就不相信人民法院","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Mon Dec 22 20:11:27 +0800 2014"
"3790673050701406","3790647141657488","1657895150",NULL,"3790673050701406","3790673050701406","恶心","<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>","Mon Dec 22 20:12:25 +0800 2014"
"3790673227010526","3790647141657488","2107706333",NULL,"3790673227010526","3790673227010526","列位看官，搬张椅子坐好了看狗咬狗！热闹！","<a href=""http://app.weibo.com/t/feed/6U4ylG"" rel=""nofollow"">ZTE中兴 Grand Memo</a>","Mon Dec 22 20:13:07 +0800 2014"
"3790673448986811","3790647141657488","1657895150",NULL,"3790673448986811","3790673448986811","一句党中央恐吓对手！","<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>","Mon Dec 22 20:14:00 +0800 2014"
"3790673511961599","3790647141657488","5353504143",NULL,"3790673511961599","3790673511961599","这样的公司和产生这样的公司的学校和产生这样的公司和学校的体制和文化不死，是全人类的耻辱和灾难。","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Mon Dec 22 20:14:15 +0800 2014"
"3790673540982921","3790647141657488","2204007004",NULL,"3790673540982921","3790673540982921","不实报道，严重要求严惩造谣人士！保护股民利益！","<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>","Mon Dec 22 20:14:22 +0800 2014"
"3790673755433296","3790647141657488","3382521092",NULL,"3790673755433296","3790673755433296","支持北大，支持方正，彻查黑手！ ","<a href=""http://app.weibo.com/t/feed/qsbvs"" rel=""nofollow"">手机微博触屏版</a>","Mon Dec 22 20:15:13 +0800 2014"
"3790673851731365","3790647141657488","5391459844",NULL,"3790673851731365","3790673851731365","下午工作的时候，接到朋友的电话，才知道方正出事了，上网查了一下，更看到了2001年到现在关于魏新李友余丽等人的负面新闻，我希望这些都不是真的，但无风不起浪，做为普通员工，我没资格为这些高管背书，我只做我应做的，得我应得的，结果如何，拭目以待！","<a href=""http://app.weibo.com/t/feed/qsbvs"" rel=""nofollow"">手机微博触屏版</a>","Mon Dec 22 20:15:36 +0800 2014"
"3790674010373284","3790647141657488","1257976253",NULL,"3790674010373284","3790674010373284","方方正正做人 實實在在做事 若你行得方正 實在無須怕事","<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>","Mon Dec 22 20:16:14 +0800 2014"
"3790674056937531","3790647141657488","2561644591",NULL,"3790674056937531","3790674056937531","去你妈了个逼地，河南骗子帮早就该死了","<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>","Mon Dec 22 20:16:25 +0800 2014"
"3790674330052061","3790647141657488","2204007004",NULL,"3790674330052061","3790674330052061","求公平！公证！公开！要求政泉负责人面对事实！","<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>","Mon Dec 22 20:17:30 +0800 2014"
"3790674539705478","3790647141657488","2703677673",NULL,"3790674539705478","3790674539705478","实实在在做事，方方正正做人","<a href=""http://app.weibo.com/t/feed/6G7MnG"" rel=""nofollow"">三星GALAXY S4</a>","Mon Dec 22 20:18:20 +0800 2014"
"3790674610853862","3790647141657488","1723538791","3790654985599477","3790674610853862","3790674610853862","回复@风无边界:[最右]","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Mon Dec 22 20:18:37 +0800 2014"
"3790674622967624","3790674467761579","1237830882",NULL,"3790674622967624","3790674622967624","我觉得有道理  ","<a href=""http://app.weibo.com/t/feed/3KeSKP"" rel=""nofollow"">WeicoPro</a>","Mon Dec 22 20:18:39 +0800 2014"
"3790674627649261","3790674568275148","3706237807",NULL,"3790674627649261","3790674627649261","沙发","<a href=""http://weibo.com/"" rel=""nofollow"">卖肉买的iPhone 6</a>","Mon Dec 22 20:18:41 +0800 2014"
"3790674627871977","3790647141657488","2134495963",NULL,"3790674627871977","3790674627871977","这条新闻评论下面有些怪怪的，感觉像党内喊口号似的。另外最有利的澄清就是拿出反证","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Mon Dec 22 20:18:41 +0800 2014"
"3790674631846082","3790674568275148","1935853731",NULL,"3790674631846082","3790674631846082","哦","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Mon Dec 22 20:18:42 +0800 2014"
"3790674635390524","3790674568275148","2786702941",NULL,"3790674635390524","3790674635390524","嗯","<a href=""http://app.weibo.com/t/feed/3G5oUM"" rel=""nofollow"">iPhone 5s</a>","Mon Dec 22 20:18:43 +0800 2014"
"3790674639981198","3790674568275148","1240066464",NULL,"3790674639981198","3790674639981198","顽皮","<a href=""http://app.weibo.com/t/feed/3G5oUM"" rel=""nofollow"">iPhone 5s</a>","Mon Dec 22 20:18:44 +0800 2014"
"3790674640466085","3790674568275148","2246046412",NULL,"3790674640466085","3790674640466085","哈哈哈，首评","<a href=""http://app.weibo.com/t/feed/13mmrA"" rel=""nofollow"">OPPO智能手机</a>","Mon Dec 22 20:18:44 +0800 2014"
"3790674648377908","3790674568275148","1953062430",NULL,"3790674648377908","3790674648377908","沙发","<a href=""http://app.weibo.com/t/feed/6Df7i5"" rel=""nofollow"">小米手机2S</a>","Mon Dec 22 20:18:46 +0800 2014"
"3790674656364144","3790674568275148","1664077505",NULL,"3790674656364144","3790674656364144","嗯","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Mon Dec 22 20:18:48 +0800 2014"
"3790674657259260","3790674568275148","5162159391",NULL,"3790674657259260","3790674657259260","嚯","<a href=""http://weibo.com/"" rel=""nofollow"">Android</a>","Mon Dec 22 20:18:48 +0800 2014"
"3790674660972279","3790647141657488","1967632985",NULL,"3790674660972279","3790674660972279","每次听到方正的广告，就感觉这是一家有人情味的公司。。。这什么情况？","<a href=""http://app.weibo.com/t/feed/yrOPq"" rel=""nofollow"">三星 GALAXY S5</a>","Mon Dec 22 20:18:48 +0800 2014"
"3790674669109531","3790674467761579","2570741857",NULL,"3790674669109531","3790674669109531","好","<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>","Mon Dec 22 20:18:51 +0800 2014"
"3790674669109752","3790674467761579","3090867221",NULL,"3790674669109752","3790674669109752","所有代言都取消最好","<a href=""http://app.weibo.com/t/feed/6Df7i5"" rel=""nofollow"">小米手机2S</a>","Mon Dec 22 20:18:51 +0800 2014"
"3790674669370076","3790674568275148","2369821024",NULL,"3790674669370076","3790674669370076","死宅[拜拜]","<a href=""http://app.weibo.com/t/feed/5nl8Pq"" rel=""nofollow"">华为荣耀3 outdoor</a>","Mon Dec 22 20:18:51 +0800 2014"
"3790674669370921","3790674568275148","2319410654",NULL,"3790674669370921","3790674669370921","……","<a href=""http://app.weibo.com/t/feed/3G5oUM"" rel=""nofollow"">iPhone 5s</a>","Mon Dec 22 20:18:51 +0800 2014"
"3790674678250190","3790674568275148","1773109194",NULL,"3790674678250190","3790674678250190","说什么呢[呵呵]","<a href=""http://weibo.com/"" rel=""nofollow"">HTC M8</a>","Mon Dec 22 20:18:53 +0800 2014"
"3790674694561033","3790674568275148","1945867330",NULL,"3790674694561033","3790674694561033","擦你妹","<a href=""http://app.weibo.com/t/feed/2y7Irr"" rel=""nofollow"">UC浏览器Android版</a>","Mon Dec 22 20:18:56 +0800 2014"
"3790674711057333","3790674568275148","5334425253",NULL,"3790674711057333","3790674711057333","你个卤蛋[doge]","<a href=""http://app.weibo.com/t/feed/6TpDdV"" rel=""nofollow"">OPPO Finder</a>","Mon Dec 22 20:19:01 +0800 2014"
"3790674723952195","3790674568275148","1859090320",NULL,"3790674723952195","3790674723952195","李菊福。。。。","<a href=""http://app.weibo.com/t/feed/1J95c3"" rel=""nofollow"">红米手机</a>","Mon Dec 22 20:19:04 +0800 2014"
"3790674724173645","3790674568275148","5364508955",NULL,"3790674724173645","3790674724173645","哦","<a href=""http://app.weibo.com/t/feed/63af84"" rel=""nofollow"">vivo智能手机</a>","Mon Dec 22 20:19:04 +0800 2014"
"3790674732349686","3790674568275148","1134359153",NULL,"3790674732349686","3790674732349686","堕落用得好","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Mon Dec 22 20:19:05 +0800 2014"
"3790674757040189","3790674568275148","1135730184",NULL,"3790674757040189","3790674757040189","哈哈哈","<a href=""http://weibo.com/"" rel=""nofollow"">????????????????华为Ascend P7</a>","Mon Dec 22 20:19:12 +0800 2014"
"3790674761742668","3790674467761579","1704540003",NULL,"3790674761742668","3790674761742668","玩了，那谁哭了，儿子做不了广告","<a href=""http://app.weibo.com/t/feed/5yiHuw"" rel=""nofollow"">iPhone 6 Plus</a>","Mon Dec 22 20:19:12 +0800 2014"
"3790674765942055","3790674568275148","2693673253",NULL,"3790674765942055","3790674765942055","死宅无人权","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Mon Dec 22 20:19:14 +0800 2014"
"3790674765945045","3790674467761579","1402774727",NULL,"3790674765945045","3790674765945045","支持","<a href=""http://app.weibo.com/t/feed/5xCS0B"" rel=""nofollow"">微博手机版</a>","Mon Dec 22 20:19:14 +0800 2014"
"3790674770142876","3790674568275148","3189089891",NULL,"3790674770142876","3790674770142876","666","<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>","Mon Dec 22 20:19:15 +0800 2014"
"3790674778175350","3790674568275148","2886793750",NULL,"3790674778175350","3790674778175350","让我堕落让我堕落","<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>","Mon Dec 22 20:19:17 +0800 2014"
"3790674778538353","3790674568275148","1930884744",NULL,"3790674778538353","3790674778538353","老了","<a href=""http://app.weibo.com/t/feed/3o33sO"" rel=""nofollow"">iPhone 6</a>","Mon Dec 22 20:19:17 +0800 2014"
"3790674795334619","3790674568275148","2988550625",NULL,"3790674795334619","3790674795334619","[doge]","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Mon Dec 22 20:19:21 +0800 2014"
"3790674798987641","3790674568275148","2192631644",NULL,"3790674798987641","3790674798987641","@痘疤小姐 [衰][衰][衰]","<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>","Mon Dec 22 20:19:22 +0800 2014"
"3790674803343800","3790674568275148","2786702941",NULL,"3790674803343800","3790674803343800","为了抢前排，前排的观众留言都很精简。","<a href=""http://app.weibo.com/t/feed/3G5oUM"" rel=""nofollow"">iPhone 5s</a>","Mon Dec 22 20:19:23 +0800 2014"
"3790674807931109","3790674568275148","1767006990",NULL,"3790674807931109","3790674807931109","转发微博","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Mon Dec 22 20:19:24 +0800 2014"
"3790674808149664","3790674467761579","2685729603",NULL,"3790674808149664","3790674808149664","这思想 这理论 佩服佩服[赞]","<a href=""http://app.weibo.com/t/feed/1KucM4"" rel=""nofollow"">荣耀3C</a>","Mon Dec 22 20:19:24 +0800 2014"
"3790674808150957","3790674568275148","1669754142",NULL,"3790674808150957","3790674808150957","哈哈","<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>","Mon Dec 22 20:19:24 +0800 2014"
"3790674824942705","3790674467761579","1066734101",NULL,"3790674824942705","3790674824942705","我想问下电视里那些狗血骗子专家还能代言吗？宋一夫于洋这对狗男女还能上电视吗？","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Mon Dec 22 20:19:28 +0800 2014"
"3790674829145639","3790674568275148","2143364390",NULL,"3790674829145639","3790674829145639","我的孤独","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Mon Dec 22 20:19:29 +0800 2014"
"3790674836740234","3790674568275148","5232279558",NULL,"3790674836740234","3790674836740234","卤蛋[hold住][hold住][hold住]","<a href=""http://app.weibo.com/t/feed/5Vn5w4"" rel=""nofollow"">红米Note</a>","Mon Dec 22 20:19:31 +0800 2014"
"3790674836901929","3790674568275148","1816089592",NULL,"3790674836901929","3790674836901929","那叫兽你呢@叫兽易小星","<a href=""http://app.weibo.com/t/feed/1J95c3"" rel=""nofollow"">红米手机</a>","Mon Dec 22 20:19:31 +0800 2014"
"3790674849917079","3790674568275148","2162297351",NULL,"3790674849917079","3790674849917079","还有追星","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Mon Dec 22 20:19:34 +0800 2014"
"3790674871128405","3790674568275148","2127527392",NULL,"3790674871128405","3790674871128405","会变成爱玩游戏的文艺青年。","<a href=""http://app.weibo.com/t/feed/2XqJO3"" rel=""nofollow"">UC浏览器</a>","Mon Dec 22 20:19:39 +0800 2014"
"3790674878849058","3790674568275148","1616615193",NULL,"3790674878849058","3790674878849058","[打脸][打脸][打脸][打脸]","<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>","Mon Dec 22 20:19:40 +0800 2014"
"3790674878849194","3790674568275148","2740625560",NULL,"3790674878849194","3790674878849194","666666666666666666","<a href=""http://app.weibo.com/t/feed/8gLGL"" rel=""nofollow"">Mac客户端</a>","Mon Dec 22 20:19:40 +0800 2014"
"3790674883044168","3790674568275148","2014444215",NULL,"3790674883044168","3790674883044168","哭瞎","<a href=""http://app.weibo.com/t/feed/5gA59F"" rel=""nofollow"">小米手机3</a>","Mon Dec 22 20:19:42 +0800 2014"
"3790674883725697","3790674568275148","2304749783",NULL,"3790674883725697","3790674883725697","你才文艺,万合全家文艺","<a href=""http://app.weibo.com/t/feed/5xCS0B"" rel=""nofollow"">微博手机版</a>","Mon Dec 22 20:19:42 +0800 2014"
"3790674887444834","3790674568275148","5267150736",NULL,"3790674887444834","3790674887444834","不能再这么堕落下去了","<a href=""http://app.weibo.com/t/feed/173r1J"" rel=""nofollow"">三星Galaxy NOTE III</a>","Mon Dec 22 20:19:43 +0800 2014"
"3790674920796746","3790674568275148","2712082303",NULL,"3790674920796746","3790674920796746","[嘻嘻]","<a href=""http://app.weibo.com/t/feed/4ACxed"" rel=""nofollow"">iPad客户端</a>","Mon Dec 22 20:19:51 +0800 2014"
"3790674933634064","3790674568275148","5192913504",NULL,"3790674933634064","3790674933634064","哈哈哈哈没玩游戏的爱好，只会玩QQ堂","<a href=""http://weibo.com/"" rel=""nofollow"">一个诗人的酷派8297</a>","Mon Dec 22 20:19:54 +0800 2014"
"3790674946229461","3790674568275148","3956271418",NULL,"3790674946229461","3790674946229461","叫受","<a href=""http://app.weibo.com/t/feed/6Df7i5"" rel=""nofollow"">小米手机2S</a>","Mon Dec 22 20:19:57 +0800 2014"
"3790674946230432","3790674467761579","1852680115",NULL,"3790674946230432","3790674946230432","[给力]guanggaofa.com广告法！！！","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Mon Dec 22 20:19:57 +0800 2014"
"3790674954192824","3790674467761579","1649281800",NULL,"3790674954192824","3790674954192824","婴儿奶粉不能出现婴儿了","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Mon Dec 22 20:19:59 +0800 2014"
"3790674958826762","3790647141657488","1761916630",NULL,"3790674958826762","3790674958826762","人家叫政权，看清楚没","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Mon Dec 22 20:20:00 +0800 2014"
"3790674967224585","3790674568275148","3358989322",NULL,"3790674967224585","3790674967224585","[打哈气]还是玩电脑有意思","<a href=""http://app.weibo.com/t/feed/13mmrA"" rel=""nofollow"">OPPO智能手机</a>","Mon Dec 22 20:20:02 +0800 2014"
"3790674984023820","3790674568275148","2365188025",NULL,"3790674984023820","3790674984023820","让我堕落","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Mon Dec 22 20:20:06 +0800 2014"
"3790674988433475","3790674568275148","2676559833",NULL,"3790674988433475","3790674988433475","教授你好屁精[哈哈]","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Mon Dec 22 20:20:07 +0800 2014"
"3790674992632162","3790674568275148","1158459144",NULL,"3790674992632162","3790674992632162","一日刀狗，终生刀狗[酷]","<a href=""http://app.weibo.com/t/feed/3KeSKP"" rel=""nofollow"">WeicoPro</a>","Mon Dec 22 20:20:07 +0800 2014"
"3790675009430111","3790674568275148","1908081507",NULL,"3790675009430111","3790675009430111","真…真的是前排？如果是的话其实也没什么。","<a href=""http://weibo.com/"" rel=""nofollow"">iPhone 5s</a>","Mon Dec 22 20:20:11 +0800 2014"
