"userid","idstr","screen_name","name","province","city","location","description","url","profile_url","user_domain","weihao","gender","followers_count","bi_followers_count","friends_count","statuses_count","favourites_count","ucreate_at","allow_all_act_msg","geo_enabled","verified","allow_all_comment","verified_reason"
"1832207852","1832207852","泪奔的BANANA","泪奔的BANANA","37","2","山东 青岛","自我毁灭的民族一员",,"u/1832207852",NULL,NULL,"m","152","19","1164","2814","104","Mon Sep 27 23:40:34 +0800 2010","0","1","0","0",
"1832643557","1832643557","傻X250","傻X250","12","4","天津 南开区","2货有2货的苦恼，傻逼有傻逼的不如意",,"u/1832643557",NULL,NULL,"m","88","26","153","879","2","Mon Oct 18 11:13:14 +0800 2010","0","0","0","1",
"1832915275","1832915275","死鬼醒醒","死鬼醒醒","13","1","河北 石家庄","冷漠，是伤人最利的刀…",,"u/1832915275",NULL,NULL,"m","640","18","121","8378","8","Mon Oct 18 16:32:33 +0800 2010","1","0","0","1",
"1836063304","1836063304","dingding0000","dingding0000","11","1000","北京",NULL,,"u/1836063304",NULL,NULL,"m","13","14","1883","2","34","Sun Jan 23 01:13:31 +0800 2011","0","1","0","0",
"1836219220","1836219220","看白云散步","看白云散步","44","1000","广东","坚守二字，无限甘苦。",,"u/1836219220",NULL,NULL,"m","270","27","96","1888","854","Thu Sep 30 14:21:15 +0800 2010","0","1","0","0",
"1836573720","1836573720","The休止符","The休止符","400","16","海外 其他","【爱你是最美的伤口，我的成就，我的所有。】",,"u/1836573720",NULL,NULL,"m","151","41","72","1122","1","Thu Sep 30 18:06:03 +0800 2010","0","1","0","1",
"1838073200","1838073200","_殷姗姗","_殷姗姗","34","1","安徽 合肥","总是有点小情绪，偶尔发点小神经、虽然有点小脾气、却是快乐小二逼。","http://blog.sina.com.cn/u/1838073200","shiny217","shiny217",NULL,"f","806","167","504","1975","1787","Tue Nov 02 10:35:41 +0800 2010","0","1","0","0",
"1842182751","1842182751","迷蜜密","迷蜜密","44","1000","广东",NULL,,"u/1842182751",NULL,NULL,"m","53","14","446","4038","15","Sat Oct 30 08:56:52 +0800 2010","0","1","0","1",
"1842751187","1842751187","雪刀ing","雪刀ing","37","2","山东 青岛","。。。",,"mcding","mcding",NULL,"m","217","55","516","668","325","Sun Oct 31 00:18:36 +0800 2010","0","1","0","1",
"1843150234","1843150234","嗡嘛呢唄咩吽","嗡嘛呢唄咩吽","71","1000","台湾","【諸法空相，一念放下，萬般自在】身不淨、領受苦、心無常、法無我","http://tw.myblog.yahoo.com/wu591031","u/1843150234",NULL,NULL,"m","208","6","115","420","80","Tue Oct 05 23:03:40 +0800 2010","0","1","0","1",
"1846876387","1846876387","Monkey_D_Fion","Monkey_D_Fion","43","1","湖南 长沙","勿忘初心，方得始终。",,"fion19900428","fion19900428",NULL,"f","627","207","617","16968","1434","Thu Nov 04 10:47:51 +0800 2010","0","1","0","0",
"1847527251","1847527251","桃纸兔_酸奶大爷赛高","桃纸兔_酸奶大爷赛高","51","1","四川 成都","勿忘初心，加油",,"u/1847527251",NULL,NULL,"f","480","95","222","5779","65","Thu Nov 04 20:33:48 +0800 2010","0","1","0","1",
"1848265485","1848265485","为毛天天肚子饿","为毛天天肚子饿","400","1000","海外","本人微博言论仅代笔个人，与供职单位无关",,"xmxieshan","xmxieshan",NULL,"f","209","53","742","1709","90","Fri Nov 05 14:46:33 +0800 2010","1","1","0","1",
"1848276020","1848276020","陈慈航Jasmine","陈慈航Jasmine","400","1","海外 美国","暗落落做事会上瘾","http://blog.sina.com.cn/u/1848276020","206767561","cchjasmine","206767561","f","651","186","303","2062","47","Sun Oct 10 18:41:42 +0800 2010","0","1","0","1",
"1849252491","1849252491","新时代视野","新时代视野","35","1","福建 福州","放眼全球，看今日中国",,"huli5566","huli5566",NULL,"f","106","10","159","1126","13","Sat Nov 06 12:47:07 +0800 2010","0","1","0","1",
"1849908320","1849908320","杨伟杰o","杨伟杰o","44","3","广东 深圳","寒蟬，冬月 walk into the sunset with my bb",,"u/1849908320",NULL,NULL,"m","345","146","308","262","541","Tue Oct 12 00:03:47 +0800 2010","0","1","0","0",
"1851518801","1851518801","大漠卧雪","大漠卧雪","13","11","河北 衡水","中国制造",,"u/1851518801",NULL,NULL,"m","466","129","324","27","167","Sat Feb 12 13:32:56 +0800 2011","1","0","0","1",
"1852680115","1852680115","域名特卖网","域名特卖网","11","1","北京 东城区","域名特卖: www.yumingtemai.com QQ: 765060698 www.jinpinpai.com","http://www.yumingtemai.com","238071232","jinpinpai","238071232","m","616","319","905","1929","2","Tue Nov 09 15:37:08 +0800 2010","0","1","0","1",
"1854805035","1854805035","逝去的青春851223","逝去的青春851223","23","1000","黑龙江",NULL,,"u/1854805035",NULL,NULL,"m","50","8","292","1151","125","Thu Nov 11 15:15:52 +0800 2010","0","1","0","0",
"1856100737","1856100737","小艾九九","小艾九九","100","1000","其他","天下无敌小牛牛。。。",,"u/1856100737",NULL,NULL,"f","408","17","708","2777","160","Wed Mar 23 02:01:05 +0800 2011","0","0","0","0",
"1859090320","1859090320","flui是条小锦鲤","flui是条小锦鲤","42","1","湖北 武汉",NULL,,"flui","flui",NULL,"m","330","169","290","249","3","Wed Oct 20 20:13:01 +0800 2010","0","1","0","1",
"1863599464","1863599464","江南-无花","江南-无花","32","1","江苏 南京","生命，不是躯体，而是心性",,"u/1863599464",NULL,NULL,"m","813","181","692","11921","1458","Thu Oct 28 20:24:49 +0800 2010","0","1","0","1",
"1863742837","1863742837","我是王闹儿","我是王闹儿","11","2","北京 西城区","累",,"longdidong","longdidong",NULL,"f","310","193","417","1671","1438","Thu Jan 27 13:38:51 +0800 2011","0","0","0","0",
"1863879994","1863879994","夏小小苗","夏小小苗","33","2","浙江 宁波","步伐太快了'于是就把自己忘了！",,"kengkengwowo","kengkengwowo",NULL,"f","353","116","495","992","31","Fri Oct 29 13:26:19 +0800 2010","0","1","0","1",
"1864262094","1864262094","ZYYJ_流浪兔","ZYYJ_流浪兔","41","3","河南 洛阳","心若没有栖息的地方，到哪儿都是流浪",,"u/1864262094",NULL,NULL,"m","91","32","146","1995","210","Fri Oct 29 23:22:49 +0800 2010","0","1","0","1",
"1866332625","1866332625","茉茉莉的小花","茉茉莉的小花","11","8","北京 海淀区",NULL,,"u/1866332625",NULL,NULL,"f","213","94","194","178","2","Thu Nov 18 14:00:23 +0800 2010","0","1","0","1",
"1866703663","1866703663","Ewa_Lu","Ewa_Lu","11","8","北京 海淀区","北大方正电子有限公司",,"u/1866703663",NULL,NULL,"f","427","119","647","728","505","Thu Nov 18 20:49:14 +0800 2010","0","1","0","1",
"1867730702","1867730702","小张旋木","小张旋木","13","1000","河北","不靠谱 不着调 不严肃 不正经",,"u/1867730702",NULL,NULL,"m","359","150","456","2992","396","Wed Nov 03 19:57:27 +0800 2010","0","1","0","0",
"1867764335","1867764335","冬眠的孙海博","冬眠的孙海博","37","6","山东 烟台","是的，我一年四季都在睡。",,"honeyofgod","honeyofgod",NULL,"m","5259","12","122","70","30","Fri Nov 19 17:42:38 +0800 2010","0","1","0","0",
"1868361067","1868361067","XeonPhiCluster","XeonPhiCluster","100","1000","其他","IT民工一枚,求包，可日结、月结、年结 (*>.<*)",,"u/1868361067",NULL,NULL,"m","550","71","516","2344","92","Sat Apr 30 12:11:33 +0800 2011","0","1","0","0",
"1868861517","1868861517","超能橘子","超能橘子","11","1000","北京","宁缺勿滥",,"u/1868861517",NULL,NULL,"m","109","46","134","701","9","Thu Feb 03 00:19:07 +0800 2011","0","1","0","1",
"1871626984","1871626984","Hoi_Pang","Hoi_Pang","44","7","广东 江门",NULL,,"lihoipang","lihoipang",NULL,"m","96","37","214","1115","811","Mon Nov 08 12:06:53 +0800 2010","0","1","0","1",
"1871952392","1871952392","景祥云","景祥云","62","1","甘肃 兰州","IT那些事，方正数字出版","http://t.sina.com.cn/jingxiangyun","jingxiangyun","jingxiangyun",NULL,"m","1082","57","162","874","26","Mon Nov 08 21:41:40 +0800 2010","0","1","1","1","北京北大方正电子有限公司西北区业务总监景祥云"
"1872147427","1872147427","被人宰的大头","被人宰的大头","21","2","辽宁 大连",NULL,,"u/1872147427",NULL,NULL,"m","57","0","68","1762","0","Wed Nov 24 09:03:54 +0800 2010","0","0","0","1",
"1873656413","1873656413","阳光小虫Z","阳光小虫Z","41","1","河南 郑州","心...行走...在路上...风与阳光...",,"windvip99","windvip99",NULL,"m","262","95","330","1485","11","Mon Dec 13 14:55:35 +0800 2010","0","1","0","1",
"1876939361","1876939361","YCG1011","YCG1011","44","3","广东 深圳","只为苍生说人话，不为君王唱赞歌","http://weibo.com/05k09","05k09","05k09",NULL,"m","342","7","420","2232","15","Sun Nov 28 16:53:31 +0800 2010","0","1","0","1",
"1879572967","1879572967","中国批发市场网址大全","中国批发市场网址大全","11","5","北京 朝阳区","pifad1.com国内唯一真正批发市场的网址导航。公众微信：haopos-cn【中国好POS共享联盟】，聚财通聚POS北京授权代理商，全国招商。个人微信号：pifad1","http://www.pifad1.com","573495511","pifad1","573495511","m","1585","517","1917","17033","111","Wed Dec 01 22:27:13 +0800 2010","0","1","0","0",
"1880242242","1880242242","骑着小蚂蚁去流浪","骑着小蚂蚁去流浪","31","14","上海 嘉定区","我很牛B",,"u/1880242242",NULL,NULL,"m","204","112","354","2295","15","Sun Jul 24 18:43:16 +0800 2011","0","1","0","1",
"1881099032","1881099032","晨世的尘世","晨世的尘世","31","15","上海 浦东新区","我想我的假期该结束了","http://blog.sina.com.cn/lcxuspace","u/1881099032",NULL,NULL,"m","1025","307","513","1563","612","Fri Nov 26 01:20:38 +0800 2010","0","0","0","1",
"1882862782","1882862782","boreborebe","boreborebe","33","1","浙江 杭州",NULL,,"u/1882862782",NULL,NULL,"f","93","9","176","1","154","Wed Nov 24 13:25:16 +0800 2010","0","1","0","1",
"1883089385","1883089385","manmmaann","manmmaann","44","14","广东 梅州","店铺：http：//shop113940919.taobao.com",,"u/1883089385",NULL,NULL,"f","420","139","222","24","45","Sun Dec 05 13:46:25 +0800 2010","0","1","0","1",
"1883761413","1883761413","love韩宝仪","love韩宝仪","33","6","浙江 绍兴","文艺青年 你好 色彩",,"u/1883761413",NULL,NULL,"m","221","37","1017","2145","27","Mon Dec 06 09:10:03 +0800 2010","0","1","0","1",
"1884786160","1884786160","海宝历险记","海宝历险记","35","1","福建 福州","这条路注定孤单","http://lamps.qzone.qq.com","xiewenhai","xiewenhai","973725707","m","96","54","197","481","28","Sun Nov 28 11:38:36 +0800 2010","0","1","0","1",
"1886245111","1886245111","翔123456789","翔123456789","41","3","河南 洛阳",NULL,,"u/1886245111",NULL,NULL,"m","76","20","363","2424","401","Wed Dec 08 12:28:57 +0800 2010","0","1","0","1",
"1887873093","1887873093","毅犹未尽chris","毅犹未尽chris","11","8","北京 海淀区","不必害怕，这里众生喧哗！",,"324880800","7600gs","324880800","m","32","13","89","408","24","Thu Dec 09 17:58:58 +0800 2010","0","1","0","1",
"1888281331","1888281331","玉米沺Peter","玉米沺Peter","400","16","海外 其他",,,"u/1888281331",NULL,NULL,"m","160","45","183","569","155","Fri Dec 10 04:09:57 +0800 2010","0","1","0","1",
"1889101544","1889101544","清风蓝风","清风蓝风","44","19","广东 东莞","关注不易，求粉更不易；有@必互粉。","http://blog.sina.com.cn/sinat","ningfugui","ningfugui",NULL,"m","641","345","445","5526","8","Sun Dec 05 16:38:32 +0800 2010","0","1","0","1",
"1889203065","1889203065","王开开大","王开开大","31","15","上海 浦东新区","it takes time and it's worth it.","http://blog.sina.com.cn/fabulouslyawesomek","fabulouslyawesomek","fabulouslyawesomek",NULL,"m","125","49","137","536","294","Thu Mar 17 04:19:02 +0800 2011","0","0","0","1",
"1889536747","1889536747","视觉系阿毛","视觉系阿毛","11","8","北京 海淀区","江湖笑，爱逍遥，琴和箫，酒来倒。明月照，路迢迢，人会老，心不老。",,"u/1889536747",NULL,NULL,"f","88","35","256","7998","5","Sat Dec 11 13:38:21 +0800 2010","0","0","0","1",
"1890057381","1890057381","水不舍","水不舍","31","1000","上海","资深媒体人 评论员",,"u/1890057381",NULL,NULL,"m","11956","133","494","2104","2901","Sat Dec 11 21:47:09 +0800 2010","0","1","1","1","资深媒体人、《文汇报》评论员陈志强"
"1890124614","1890124614","钱皓-互联网分析师","钱皓-互联网分析师","31","4","上海 徐汇区","专注互联网早中期投资分析。欢迎自媒体合作，加QQ：1000808，请注明身份【免责声明】微博内容纯属个人业余爱好，与任职公司无关，希望与同行多交流！",,"bensonqian","bensonqian",NULL,"m","225406","511","581","7670","3762","Tue Dec 07 10:31:11 +0800 2010","1","1","1","1","互联网分析师钱皓"
"1890594262","1890594262","屈元20","屈元20","43","4","湖南 衡阳","我思故我在",,"u/1890594262",NULL,NULL,"m","752","49","604","31183","454","Wed Dec 08 10:51:58 +0800 2010","0","1","0","1",
"1891190891","1891190891","投行稼汉","投行稼汉","21","1","辽宁 沈阳","计算器用不到8位",,"u/1891190891",NULL,NULL,"m","150","5","76","318","3","Sun Dec 12 22:37:48 +0800 2010","0","1","0","1",
"1891273552","1891273552","一只胖海椒","一只胖海椒","44","3","广东 深圳","旅游高级研发攻城师",,"cunwa","cunwa",NULL,"m","192","121","632","131","1041","Sat Jan 08 21:37:16 +0800 2011","0","0","0","1",
"1891435315","1891435315","civil当当当","civil当当当","44","3","广东 深圳","天下英雄出我辈，一入江湖岁月催； 鸿图霸业谈笑间，不胜人生一场醉。",,"civilape","civilape",NULL,"m","181","70","415","2054","1593","Sat Feb 26 16:58:13 +0800 2011","0","1","0","1",
"1892607062","1892607062","优雅叛逆的90后","优雅叛逆的90后","31","7","上海 普陀区",NULL,,"u/1892607062",NULL,NULL,"f","625","235","443","1848","72","Tue Dec 14 14:32:30 +0800 2010","0","1","0","1",
"1892939637","1892939637","刘丕峰","刘丕峰","11","5","北京 朝阳区","用我微小的努力，让世界变得更美好！",,"ebullientt","ebullientt",NULL,"m","751","54","366","6351","24","Tue Dec 14 19:45:35 +0800 2010","0","1","0","1",
"1892945683","1892945683","麦兜兜的麦地","麦兜兜的麦地","11","8","北京 海淀区","我爱胡图图",,"guaidouguai","guaidouguai",NULL,"f","527","136","190","361","6","Tue Dec 14 19:55:39 +0800 2010","0","1","0","1",
"1894535465","1894535465","林好20101010","林好20101010","11","8","北京 海淀区"," ",,"u/1894535465",NULL,NULL,"m","442","163","396","997","30","Thu Dec 16 13:38:25 +0800 2010","0","1","0","1",
"1894809783","1894809783","闫洁jooyee","闫洁jooyee","11","5","北京 朝阳区","各种电商信息发布，欢迎私信爆料~注：本微博言论不代表任何团体或组织",,"jooyee","jooyee",NULL,"m","122044","371","410","21019","768","Thu Dec 16 17:43:37 +0800 2010","1","1","1","1","恒泰集团电子商务部技术总监。前当当网数字业务产品总监"
"1895827587","1895827587","伊_沫儿","伊_沫儿","11","8","北京 海淀区","本人代理一切韩国护肤品~需要的密我哦~",,"u/1895827587",NULL,NULL,"f","73","57","102","108","0","Fri Dec 17 18:10:43 +0800 2010","0","1","0","1",
"1895941537","1895941537","卡给波斯闹机子","卡给波斯闹机子","64","1","宁夏 银川","可不可以安静的像一株植物。。不说话。。不吵闹。。不强颜欢笑",,"guwolf","guwolf",NULL,"m","93","8","36","673","3","Fri Dec 17 20:23:56 +0800 2010","0","1","0","1",
"1898238945","1898238945","LxLNDGY","LxLNDGY","100","1000","其他",NULL,"http://blog.sina.com.cn/u/1898238945","lxlndgy","lxlndgy",NULL,"m","24","1","56","276","7","Wed Sep 14 11:06:48 +0800 2011","0","0","0","1",
"1899283270","1899283270","风无边界","风无边界","51","1","四川 成都","CCFer",,"u/1899283270",NULL,NULL,"m","168","39","289","857","129","Mon May 16 22:15:17 +0800 2011","0","1","0","0",
"1902993851","1902993851","fuhree2006","fuhree2006","31","15","上海 浦东新区","F1，斯诺克，网球",,"fuhrer2006","fuhrer2006",NULL,"m","143","34","111","69","0","Sat Dec 25 23:59:12 +0800 2010","0","1","0","1",
"1903539677","1903539677","胡桃夹子世界","胡桃夹子世界","37","6","山东 烟台","sabbatical leave",,"u/1903539677",NULL,NULL,"m","269","37","701","2445","195","Sun Dec 26 16:56:41 +0800 2010","1","1","0","1",
"1904132787","1904132787","深圳板柱","深圳板柱","44","1000","广东","专注商业地产，专注开发与运营。",,"liangbanzhu","liangbanzhu",NULL,"m","9290","216","414","19205","557","Mon Dec 27 13:23:42 +0800 2010","0","0","0","1",
"1904458010","1904458010","赵-志-勇","赵-志-勇","13","1","河北 石家庄","白日梦先生",,"u/1904458010",NULL,NULL,"m","81","12","371","1198","41","Thu Dec 23 16:30:32 +0800 2010","0","1","0","1",
"1905352345","1905352345","猴年马月的中国","猴年马月的中国","11","5","北京 朝阳区","个人兴趣：近代史，经济周期和人口学","http://blog.sina.com.cn/u/1905352345","u/1905352345",NULL,NULL,"m","19364","48","97","6729","255","Tue Dec 28 22:15:52 +0800 2010","1","1","1","1","FSA北美精算师  特许金融分析师"
"1905600991","1905600991","胡胡胡凌凯","胡胡胡凌凯","13","1","河北 石家庄",NULL,,"u/1905600991",NULL,NULL,"m","132","93","109","10","2","Tue Jan 25 21:10:04 +0800 2011","0","1","0","1",
"1906087931","1906087931","林文夕2018","林文夕2018","33","3","浙江 温州","不是所有的鱼都会生活在同一片海里",,"cathy1587","cathy1587",NULL,"f","560","102","208","1471","1484","Wed Dec 29 18:17:38 +0800 2010","0","1","0","1",
"1907484231","1907484231","踏浪潇湘V","踏浪潇湘V","11","5","北京 朝阳区","记者永远在路上，青年不断地探索！奋斗改变命运，梦想让我们与众不同！",,"u/1907484231",NULL,NULL,"m","217","27","244","347","6","Fri Dec 31 10:35:23 +0800 2010","0","1","0","1",
"1908081507","1908081507","很高兴认识你_懂得满足的我自己","很高兴认识你_懂得满足的我自己","62","1","甘肃 兰州","叛逆　是因为不成熟，成熟　是因为有经历。",,"u/1908081507",NULL,NULL,"m","261","48","189","696","0","Fri Dec 31 20:38:40 +0800 2010","0","1","0","1",
"1909380872","1909380872","企业家智库","企业家智库","11","1000","北京","【社会企业家同修圣地】公众平台：CEOTXSD","http://blog.sina.com.cn/u/1909380872","336019888","nannvqushi","336019888","m","1262229","301","653","32903","1995","Mon Dec 27 13:58:26 +0800 2010","1","0","0","1",
"1909544712","1909544712","五德公","五德公","51","11","四川 乐山","温厚 善良 恭慎 节俭 忍让：追求真理，追本求源。",,"u/1909544712",NULL,NULL,"m","901","430","481","3096","143","Mon Dec 27 19:37:12 +0800 2010","0","1","0","1",
"1911421913","1911421913","侧之面","侧之面","31","1000","上海",NULL,,"cemianjjzw","cemianjjzw",NULL,"m","111","81","162","856","112","Tue Jan 04 15:07:41 +0800 2011","0","1","0","0",
"1912140025","1912140025","经纬Zhang","经纬Zhang","32","2","江苏 无锡",NULL,,"u/1912140025",NULL,NULL,"m","330","74","394","2120","24","Wed Jan 05 12:55:44 +0800 2011","0","1","0","1",
"1912591715","1912591715","Lew丶VegOng","Lew丶VegOng","100","1000","其他","装逼得逼",,"619910908",NULL,"619910908","m","7753","63","260","56","118","Wed Jan 05 21:44:27 +0800 2011","1","0","0","1",
"1912920311","1912920311","丁-丁-喵","丁-丁-喵","11","8","北京 海淀区","我有三个娃。。。",,"wooya1","wooya1",NULL,"f","331","75","170","1693","17","Thu Jan 06 11:01:35 +0800 2011","0","0","0","0",
"1913177965","1913177965","魏开明","魏开明","11","8","北京 海淀区","原番薯网数据总监",,"weikaiming","weikaiming",NULL,"m","337","141","249","438","39","Thu Jan 06 14:58:53 +0800 2011","1","1","0","1",
"1914087257","1914087257","吴昊HalWoo","吴昊HalWoo","11","1000","北京","放下多少，就快乐多少。",,"wumingsuibi","wumingsuibi",NULL,"m","1335","830","988","5638","100","Fri Jan 07 12:48:29 +0800 2011","0","0","0","1",
"1914107477","1914107477","syning快乐","syning快乐","32","1","江苏 南京",NULL,,"sunyning","sunyning",NULL,"m","449","76","181","3841","6","Fri Jan 07 13:13:49 +0800 2011","0","1","0","1",
"1914481835","1914481835","碧水动风凉","碧水动风凉","31","1000","上海","the best is yet to come",,"u/1914481835",NULL,NULL,"m","130","48","222","2099","163","Fri Jan 07 20:34:10 +0800 2011","0","1","0","1",
"1915384897","1915384897","不知蜀魏","不知蜀魏","11","1","北京 东城区",NULL,,"u/1915384897",NULL,NULL,"m","98","41","455","1123","61","Sat Jan 08 19:01:56 +0800 2011","0","1","0","1",
"1915878710","1915878710","大老客大大","大老客大大","51","1","四川 成都","喜观察，爱思考！ 做正确的事，用正确的方法，尽最大的努力！","http://1248129.qzone.qq.com/","bigheadwy","bigheadwy",NULL,"m","1537","149","979","9341","4","Tue Jan 25 14:16:37 +0800 2011","0","1","0","1",
"1916993711","1916993711","海绵jacy","海绵jacy","11","5","北京 朝阳区","a decent lollapalooza...","http://blog.sina.com/jacyonthego","jacyyu","jacyyu",NULL,"f","371","11","141","109","41","Mon Jan 10 17:33:10 +0800 2011","0","1","0","1",
"1917260881","1917260881","上帝家属","上帝家属","11","14","北京 昌平区","我有信仰，但是那东西不是神。如果人们有信仰才会做好人 那么这跟有主子的奴才才会安分有什么区别","http://blog.sina.com.cn/erchenzhongguo","xinzedeshenghuo","xinzedeshenghuo",NULL,"m","726","45","656","2286","112","Mon Jan 10 20:56:24 +0800 2011","0","1","0","1",
"1919731122","1919731122","burning-soul","burning-soul","51","1","四川 成都","my soul is burning for...",,"u/1919731122",NULL,NULL,"m","125","35","398","755","54","Sat Apr 23 19:35:04 +0800 2011","0","1","0","1",
"1921884540","1921884540","落叶间的风","落叶间的风","13","1","河北 石家庄","做个有良知的中国人",,"u/1921884540",NULL,NULL,"m","64","10","448","169","7","Wed Jan 19 16:05:33 +0800 2011","0","0","0","1",
"1924457857","1924457857","Fishhead250","Fishhead250","400","11","海外 新加坡","绝对不吃咖喱鱼头@_@",,"u/1924457857",NULL,NULL,"m","87","12","99","765","61","Mon Jan 17 14:29:36 +0800 2011","0","1","0","1",
"1925678580","1925678580","熹泊名","熹泊名","13","3","河北 秦皇岛",NULL,,"u/1925678580",NULL,NULL,"m","94","29","281","312","2","Mon Jan 24 14:25:37 +0800 2011","0","1","0","1",
"1925981023","1925981023","宋勇鑫","宋勇鑫","11","8","北京 海淀区","小编辑一枚",,"songyongxin","songyongxin",NULL,"m","627","212","585","2353","37","Tue Jan 18 15:58:51 +0800 2011","0","1","0","1",
"1926261817","1926261817","大靓猫哥哥","大靓猫哥哥","400","38","海外 埃及","我不介绍自己，时间会给你答案。","http://blog.sina.com.cn/u/1926261817","815339878","xiaoyaoxiong","815339878","m","892","103","216","853","199","Tue Jan 18 20:14:19 +0800 2011","0","0","0","1",
"1926570922","1926570922","麦小麦Bao","麦小麦Bao","33","3","浙江 温州","永不停歇的舞步",,"u/1926570922",NULL,NULL,"f","94","12","114","98","0","Thu Nov 24 21:50:05 +0800 2011","1","1","0","1",
"1926909715","1926909715","第一财经日报","第一财经日报","31","1","上海 黄浦区","中国第一份市场化的财经日报，以“对时代负责”作为办报理念，坚持权威主流、专业负责、理性大气、贴近市场的编辑方针。每周一至周六出版。",,"yicairibao","yicairibao",NULL,"m","4053589","1540","1990","26660","158","Wed Jan 19 11:46:29 +0800 2011","1","0","1","1","第一财经日报官方微博"
"1930054861","1930054861","小疯子1916","小疯子1916","21","6","辽宁 丹东","When it comes to war, the rule is never retreat, never surrender. 当战争来临时，规矩就是永不退却，永不投降。——绯闻女孩",,"u/1930054861",NULL,NULL,"f","42","10","75","216","26","Fri Jan 21 18:23:35 +0800 2011","0","1","0","1",
"1930116501","1930116501","文艺海绵宝宝","文艺海绵宝宝","23","27","黑龙江 大兴安岭","不逼自己一把，你的世界永远是黑白的",,"u/1930116501",NULL,NULL,"m","207","15","88","309","16","Fri Jan 21 19:40:14 +0800 2011","0","1","0","1",
"1930884744","1930884744","lOl苏打水cCc","lOl苏打水cCc","42","12","湖北 咸宁","人生如茶,空杯以对。",,"u/1930884744",NULL,NULL,"m","106","25","75","750","1","Mon May 16 23:33:02 +0800 2011","0","1","0","1",
"1933486225","1933486225","dl海的诉说","dl海的诉说","21","2","辽宁 大连","------海，那蓝色自由的王国，犹如大海的狂潮，惊涛拍岸！",,"u/1933486225",NULL,NULL,"m","3007","459","1888","43360","18","Tue Jan 25 00:53:28 +0800 2011","0","1","0","1",
"1934137963","1934137963","爱桔色和Ra的张大懒","爱桔色和Ra的张大懒","37","3","山东 淄博","天苍苍，野茫茫，一枝梨花压海棠。",,"u/1934137963",NULL,NULL,"f","120","8","265","1646","95","Tue Jan 25 13:40:08 +0800 2011","0","1","0","1",
"1934642607","1934642607","宇氚","宇氚","22","1","吉林 长春",NULL,,"u/1934642607",NULL,NULL,"m","1","0","1","1","0","Thu Feb 17 23:59:43 +0800 2011","0","1","0","1",
"1934801165","1934801165","你好_你的包裹给你放门卫上了","你好_你的包裹给你放门卫上了","51","18","四川 雅安","爱是一种力量，让我们超越时空的维度感知它的存在",,"u/1934801165",NULL,NULL,"m","4779","42","330","454","44","Wed Jan 26 03:20:18 +0800 2011","1","1","0","1",
"1934836770","1934836770","阿波罗说说","阿波罗说说","14","2","山西 大同",NULL,,"u/1934836770",NULL,NULL,"m","17","4","93","18","0","Tue Feb 08 21:38:23 +0800 2011","0","1","0","1",
"1935853731","1935853731","满满满小翊","满满满小翊","44","12","广东 肇庆","走不进你的心、我就在外面徘徊。",,"u/1935853731",NULL,NULL,"m","84","19","193","72","27","Wed Jan 26 21:05:54 +0800 2011","0","1","0","1",
"1935858164","1935858164","竹之岚Amelia","竹之岚Amelia","31","10","上海 杨浦区","“Through the looking-glass，Amelia”",,"pgzlan","pgzlan",NULL,"f","615","98","258","9167","110","Thu Feb 10 21:28:48 +0800 2011","0","1","0","1",
"1936942481","1936942481","夜晚你看不见我","夜晚你看不见我","32","5","江苏 苏州","总有刁民要害死朕！",,"sunkop","sunkop",NULL,"m","1926","119","324","3093","359","Thu Jan 27 14:55:32 +0800 2011","1","1","0","1",
"1937570365","1937570365","小东很简单","小东很简单","21","2","辽宁 大连","努力努力再努力...",,"206050012","abraxas24","206050012","m","1407","59","90","7567","108","Fri Jan 28 16:13:50 +0800 2011","0","1","0","0",
"1938285657","1938285657","ceelycell_辛迪","ceelycell_辛迪","42","1","湖北 武汉","@turbosun?||『一只表面安静的理科森 ٩(･ิ ･ิ๑)۶٩(･ิ ･ิ๑)۶*』",,"u/1938285657",NULL,NULL,"f","285","92","222","737","138","Fri Jan 28 11:30:46 +0800 2011","0","1","0","1",
"1938393352","1938393352","学渣就是喜欢看学神虐学霸","学渣就是喜欢看学神虐学霸","32","6","江苏 南通","见微博名",,"u/1938393352",NULL,NULL,"f","52","11","68","85","1","Sun May 01 09:31:34 +0800 2011","0","1","0","1",
"1939216421","1939216421","高小兴Joy","高小兴Joy","100","1000","其他","保持个位数微博，不要问我为什么！",,"joielf","joielf",NULL,"f","741","500","771","1","172","Fri Jan 28 20:31:21 +0800 2011","0","0","0","1",
"1940798632","1940798632","总裁语录","总裁语录","11","5","北京 朝阳区","我的精彩，你来评阅！","http://weibo.com/232978979","776944882","chinaxinwen","776944882","m","1433607","1706","2179","43858","12916","Tue Feb 15 21:13:57 +0800 2011","0","0","0","1",
"1943989017","1943989017","妈妈说名字越长越好哎","妈妈说名字越长越好哎","34","1","安徽 合肥","I'M HAPPY!",,"u/1943989017",NULL,NULL,"m","54","24","201","43","2","Mon Jan 31 17:00:48 +0800 2011","0","1","0","1",
"1944283965","1944283965","万董的腹肌果然永远只有一块了","万董的腹肌果然永远只有一块了","32","1","江苏 南京","孤独患者，还有，诗和远方。","http://blog.sina.com.cn/fendoupinbo","fendoupinbo","fendoupinbo",NULL,"m","123","47","177","1653","207","Mon Jan 31 20:18:12 +0800 2011","0","1","0","1",
