,sid,screen_name,retweetOfId,text,source,create_at,reposts_count,comments_count,attitude_count,bmiddle_pic,UC,DD
70,3827570618971350,微博树洞,,树洞君帮我写完作业吧,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Fri Apr 03 15:50:11 +0800 2015,1,7,41,,1,71
71,3827571420135230,新浪体育,,【申鑫-鲁能首发】申鑫：25-张迅伟；5-姜嘉俊、17-林裕焕、29-黄威、20-吴毅臻；16-于涛、18-叶重秋；11-埃弗顿、8-池忠国、7-杨家威；10-埃杜阿尔多；鲁能：23-王大雷；13-张弛、2-赵明剑、16-汪强、6-郑铮；5-乌索、22-蒿俊闵；10-蒙蒂略、21-阿洛伊西奥、8-王永珀；19-杨旭。http://t.cn/RAVvzkb,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:53:22 +0800 2015,7,17,32,http://ww3.sinaimg.cn/bmiddle/61add42ajw1eqsfm6bpmhj20fa08wdgt.jpg,0,72
72,3827571592112630,虎扑足球,,【曝皇马今夏优先考虑签德赫亚，切赫同样在列】德赫亚与曼联的合同在2016年到期，但是至今尚未完成续约。《阿斯报》指出，如果红魔今夏对德赫亚的标价合理，那么皇马将签下德赫亚，但如今曼联对德赫亚的标价将高达6800万欧。另外，为了防止卡西离队，皇马也许会签下32岁的切赫。http://t.cn/RAcFyRl,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:54:03 +0800 2015,21,42,19,http://ww3.sinaimg.cn/bmiddle/653d411egw1eqsf0msds0j20go0mutbe.jpg,0,73
73,3827571877673750,微博树洞,,何苦现实要逼迫我说：你是无爱者，你还在流浪都是应得的,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Fri Apr 03 15:55:11 +0800 2015,4,8,58,,1,74
74,3827571915094690,新浪体育,,【LIVE！正视频直播上海申鑫VS山东鲁能】北京时间4月3日，中超第4轮，山东鲁能客场挑战上海申鑫。新浪体育正视频直播，视频直播室：http://t.cn/RA5Ys4F 手机看直播：http://t.cn/8kdKLwn,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:55:20 +0800 2015,15,21,22,http://ww3.sinaimg.cn/bmiddle/61add42ajw1eqsfo5h2b1j20k910wwii.jpg,0,75
75,3827573894935810,CCTV5,,【CCTV5+正在直播：申鑫VS鲁能】申鑫(4231)：张迅伟/姜嘉俊、林裕焕、黄威、吴毅臻/于涛、叶重秋/埃弗顿、池忠国、杨家威/埃杜阿尔多；鲁能：王大雷/张弛、赵明剑、汪强、郑铮/乌索、蒿俊闵/蒙蒂略、阿洛伊西奥、王永珀/杨旭。CCTV5+正在直播#2015年中超#第四轮上海申鑫VS山东鲁能！,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 16:03:12 +0800 2015,8,19,29,http://ww1.sinaimg.cn/bmiddle/b2664ecdjw1eqsfwbtgtkj20qj0eiq82.jpg,1,76
76,3827573971017290,新浪NBA,,#官方5佳球# 勇士vs太阳这一场占据了三个席位，汤普森空接和哈里斯高难度也入围了。最佳？问太阳去吧~~~~http://t.cn/RAckDKH,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 16:03:30 +0800 2015,15,23,54,http://ww4.sinaimg.cn/bmiddle/677e4af2jw1eqsfwoqth2g20a009tu0z.gif,0,77
77,3827574398357610,微博树洞,,都这个点了，我还在补作业 [泪]今天还考试，希望我平安度过今天,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Fri Apr 03 16:05:12 +0800 2015,4,18,78,,1,78
78,3827575791335460,长沙吃喝玩乐情报,, 【小伙同时交17个女友 生病时被包围探望】21岁的小丽是湘潭人，她接到电话说男友袁某因车祸重伤住院。心急火燎的小丽赶去探视，却发现袁某的病床前围了十几名自称是自己男友“妻子”的女人。。。一共竟有17人！而且她们都不知道彼此的存在。。小伙的段位好高，给跪。。,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 16:10:44 +0800 2015,1,2,1,http://ww4.sinaimg.cn/bmiddle/687cdc53gw1eqs7288crrj20c828wqcy.jpg,3,79
79,3827653783608930,微博树洞,,没有了喜欢的人 心里空空的 真的 真的特别空,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Fri Apr 03 21:20:39 +0800 2015,14,17,105,,1,80
80,3827653804582470,CCTV5,,【张琳芃破门 恒大扳平比分】第64分钟，下半场替补登场的张琳芃在中场右路停球调整后一脚远距离低射，建业球员毕津浩伸脚一挡，皮球折射窜向球门右下角，门将吴龑来不及反应，皮球从近角入网，恒大1-1扳平比分！恒大能否逆转？建业是否将再次领先？还是双方握手言和？CCTV风云足球正在直播本场比赛！,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 21:20:44 +0800 2015,17,37,59,http://ww3.sinaimg.cn/bmiddle/b2664ecdjw1eqsp2h1xqkg20a805ox6p.gif,1,81
81,3827655004283510,CCTV5,,【富力4-0大胜茅台】#2015年中超#第四轮，广州富力主场4-0大胜贵州茅台。第25分钟，客队解围失误，姜宁右脚抽射破门(gif图1)；第34分钟，汪嵩定位球开到禁区，金洋洋禁区内破门，2-0(gif图2)；第37分钟，汪嵩的假射真传，哈默德推射球门右下角(gif图3)；第81分钟，角球进攻中金洋洋头球破门(gif图4)。,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 21:25:30 +0800 2015,9,10,29,http://ww2.sinaimg.cn/bmiddle/b2664ecdjw1eqsp75h1xfg208a04n1kx.gif,1,82
82,3827655042036230,微博树洞,,我要出去工作了，快递员，如果你收到我送的快递，请给我微笑好吗？,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Fri Apr 03 21:25:39 +0800 2015,2,23,130,,1,83
83,3827656304395960,微博树洞,,刚玩微博没有粉丝我来搞个活动 关注十转发 说说你们喜欢什么礼物 我随机送一个 在我范围内@老表玩野,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Fri Apr 03 21:30:40 +0800 2015,7,13,45,,1,84
84,3828774804319290,英国病人shuo,,"厕所坏了，午夜。室友姑娘说：""我陪你""，与她颤抖地相搂着，灯火不明，想到前几日，同她看的恐怖影片，甚是吓人?","<a href=""http://weibo.com/"" rel=""nofollow"">三星GALAXY S4</a>",Mon Apr 06 23:35:11 +0800 2015,0,7,4,,2,85
85,3829058992918410,英国病人shuo,,雨夜，颳風，風大，一人一把傘，夜自習，一個人的快樂[下雨][下雨]，日語女先生今天很漂亮[嘘],"<a href=""http://weibo.com/"" rel=""nofollow"">三星GALAXY S4</a>",Tue Apr 07 18:24:27 +0800 2015,0,5,7,,2,86
86,3829123854475710,板栗锅爱吃饭,,今天早上看陀氏看的坐过站好远，下午又加班到打的回家。简直一天过的迷迷糊糊。肯定是病没好全出来乱走就会犯痴呆。话说陀氏还是蛮吸引人的。难道春天的寒意中有痴迷因子？#春色#,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>",Tue Apr 07 22:42:11 +0800 2015,0,2,2,http://ww3.sinaimg.cn/bmiddle/693f91b8jw1eqxdw6hm7gj20k00qon5k.jpg,2,87
87,3829323414773080,T莔T,,嗯知道了。,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>",Wed Apr 08 11:55:10 +0800 2015,0,1,2,,1,88
88,3829405065788070,统计之都,,#COS沙龙# 本周日（4.12）下午三点我们将于北京大学举办COS沙龙第27期，嘉宾：陈光博士@爱可可-爱生活 ，主题：大数据时代的“简读”之道。参会名额有限抓紧报名啦~详情请戳http://t.cn/RAfsLQB,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Wed Apr 08 17:19:37 +0800 2015,2,3,1,,2,89
89,3829552311161750,T莔T,,手脚冰凉睡不着[抓狂],"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>",Thu Apr 09 03:04:43 +0800 2015,0,4,1,,1,90
90,3829635081535180,陈天奇怪,,有人去AISTATS么。。找人share room,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Thu Apr 09 08:33:37 +0800 2015,0,5,1,,1,91
91,3829648704435110,摩羯浅浅爱,,我参与了@特权会 发起的投票【我们都是社团人，为自己最爱的社团点赞吧，】，我投给了“河北工程大学工程导航社”这个选项。你也快来表态吧：http://t.cn/RAMRVRE,"<a href=""http://app.weibo.com/t/feed/qsbvs"" rel=""nofollow"">手机微博触屏版</a>",Thu Apr 09 09:27:44 +0800 2015,0,1,0,,2,92
92,3829650662650090,广西身边事,,#南宁身边事#【南宁气温骤降 心圩江大量鱼儿翻白肚[汗]】8日，南宁心圩江漂浮着大量死鱼，市民认为江水水质可能变差。南宁城市内河管理处称，南宁其他一些内河，如竹排冲、可利江等也出现了死鱼，气温骤降是鱼儿死亡的主要原因。有市民打捞死鱼，捕鱼者甚至将死鱼卖给来收购的人。http://t.cn/RAi90rE,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Thu Apr 09 09:35:31 +0800 2015,9,10,13,http://ww3.sinaimg.cn/bmiddle/d5555b59jw1eqz2dtuaovj20fa0bhdh4.jpg,2,93
93,3829657701267380,夏桐NJ临,,链接查看评论,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>",Thu Apr 09 10:03:30 +0800 2015,0,1,0,http://ww4.sinaimg.cn/bmiddle/e06afcbdgw1eqz3813xxdj206t0bcaa5.jpg,3,94
94,3829679586440950,广西身边事,,#南宁身边事#【#男子白日强抢女童# 自称是自己养女[吃惊]】8日，贵港男子黄某在马山新黄村小学附近将7岁女童抱上车后迅速离开。随后，学校老师和家属急忙报警，女童亲属和当地群众设卡拦截该男子。女童亲属认为男子是人贩子并将其打伤，男子自称以为小女孩是自己的养女所以抱走。（南宁有嘢说）,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Thu Apr 09 11:30:28 +0800 2015,14,32,27,http://ww1.sinaimg.cn/bmiddle/d5555b59jw1eqz577avo2j20c80lqjul.jpg,2,95
95,3829680509715110,吃玩购网,,【深航回应#深航空姐艳照#事件：系恶意中伤 照片被ps】昨日，数张疑似深航空姐的不雅照在网上疯传。深航负责公关的负责人称：经调查深航有这名空姐，但这照片是被PS了，属于对该空姐的恶意炒作中伤。受此影响该空姐的情绪不好，但深航方面一直有人陪伴她做好安抚工作。（南都）,"<a href=""http://app.weibo.com/t/feed/1tqBja"" rel=""nofollow"">360安全浏览器</a>",Thu Apr 09 11:34:08 +0800 2015,6,7,62,http://ww4.sinaimg.cn/bmiddle/e8555b22gw1eqz5u9t9cvj20al0a8t90.jpg,0,96
96,3829698104808560,毕-业-生,,怎么从化妆后的照片看得出这个人到底丑不丑～～～ http://t.cn/z8AX8PN,"<a href=""http://app.weibo.com/t/feed/3o33sO"" rel=""nofollow"">iPhone 6</a>",Thu Apr 09 12:44:03 +0800 2015,0,1,0,http://ww3.sinaimg.cn/bmiddle/79422fbfjw1eqz7v1tmipj20c80g4js8.jpg,3,97
97,3829721576039870,广西身边事,,#南宁身边事#【#问题烧鸭作坊#被查出 你还敢吃吗？！[吐]】爱吃烧鸭的吃货们，注意啦！9日，青秀区食药局对辖区的一些食品小作坊突击检查，在一家烧鸭作坊角落里发现了一盘既不像油又不像卤汁的东西里面有几只苍蝇，老板说这东西是蜂蜜。现场一些调料包被随意乱放，可以用“脏，乱，差”形容。（NNTV）,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Thu Apr 09 14:17:19 +0800 2015,17,18,27,http://ww4.sinaimg.cn/bmiddle/d5555b59gw1eqzajvfopwj20c809s0t8.jpg,2,98
98,3829760112997620,成都体育学院校学生会,,【又见暴力执法：成都郫县城管棍棒群殴小贩！[衰]】： 12点20左右，成都郫县团结镇川师成都学院门口，一群十多个身着城管制服的人，和一卖菠萝商贩发生争执，后对其进行围殴，视频显示，城管挥棒猛烈打击地上的小贩，并发出打击的嘭嘭声！[怒] http://t.cn/RAiHDkA #成都身边事#,"<a href=""http://app.weibo.com/t/feed/5gA59F"" rel=""nofollow"">小米手机3</a>",Thu Apr 09 16:50:27 +0800 2015,1,3,2,http://ww4.sinaimg.cn/bmiddle/ecd6ca5ejw1eqzezeqqzej20c80c8js5.jpg,1,99
99,3829814626711750,昂海兵尕尕尕尕丶尕湘湘,,链接查看评论,"<a href=""http://app.weibo.com/t/feed/6G7MnG"" rel=""nofollow"">三星GALAXY S4</a>",Thu Apr 09 20:27:04 +0800 2015,0,1,0,http://ww4.sinaimg.cn/bmiddle/005GxO2Ogw1eqzl8uckujj306t0bct8r.jpg,3,100
100,3829870239287040,南大周志华,,某投资客朋友问和某公司合作情况如何。和不少企业合作，但 …… 好像没这个。材料传过来洋洋洒洒几十页，内容很丰富…… 终于，在隐蔽处找到几个字: 准备……合作,"<a href=""http://app.weibo.com/t/feed/6G7MnG"" rel=""nofollow"">三星GALAXY S4</a>",Fri Apr 10 00:08:03 +0800 2015,1,4,12,,0,101
101,3829969040250970,胡小敏要唱着倔强写后青春期的诗,,再也不要吃辣条了[伤心][伤心][伤心],"<a href=""http://app.weibo.com/t/feed/3G5oUM"" rel=""nofollow"">iPhone 5s</a>",Fri Apr 10 06:40:39 +0800 2015,0,8,0,,2,102
102,3830001478887110,昂海兵尕尕尕尕丶尕湘湘,,链接查看评论,"<a href=""http://app.weibo.com/t/feed/6G7MnG"" rel=""nofollow"">三星GALAXY S4</a>",Fri Apr 10 08:49:33 +0800 2015,0,1,0,http://ww2.sinaimg.cn/bmiddle/005GxO2Ogw1er06pdt8vuj307j0bf74i.jpg,3,103
103,3830443890107620,夏桐NJ临,,链接查看评论,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>",Sat Apr 11 14:07:32 +0800 2015,0,1,0,http://ww1.sinaimg.cn/bmiddle/e06afcbdgw1er1lik8wocj209z0asq3f.jpg,3,104
104,3830527704622560,胡小敏要唱着倔强写后青春期的诗,,最近简直就是买买买的节奏停不下来啊[笑cry][笑cry][笑cry]下午到晚上有四个包裹了好嘛[笑cry][笑cry][笑cry],"<a href=""http://app.weibo.com/t/feed/3G5oUM"" rel=""nofollow"">iPhone 5s</a>",Sat Apr 11 19:40:35 +0800 2015,0,2,1,,2,105
105,3830540703040140,中南大学微博协会,,一起坐在草地上静静的听场音乐会怎么样[心],"<a href=""http://app.weibo.com/t/feed/3G5oUM"" rel=""nofollow"">iPhone 5s</a>",Sat Apr 11 20:32:14 +0800 2015,2,8,27,http://ww4.sinaimg.cn/bmiddle/8595d66djw1er1wmtoj1fj20hs0dcgnv.jpg,0,106
106,3830541554112200,夏桐NJ临,,链接查看评论,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>",Sat Apr 11 20:35:35 +0800 2015,0,1,0,http://ww3.sinaimg.cn/bmiddle/e06afcbdgw1er1wqby5eyj207f0ceq34.jpg,3,107
107,3830550764346800,经纬张颖,,雨夜。,"<a href=""http://app.weibo.com/t/feed/3o33sO"" rel=""nofollow"">iPhone 6</a>",Sat Apr 11 21:12:13 +0800 2015,3,25,85,http://ww2.sinaimg.cn/bmiddle/3e1c0fcfjw1er1xs51sxfj218g18g7mi.jpg,0,108
108,3830554975850460,安小咩,,如果说回忆不过周杰伦，青春不过五月天，那么中间一定有一段好久不见，却又深刻的十年，Eason。,"<a href=""http://app.weibo.com/t/feed/3o33sO"" rel=""nofollow"">iPhone 6</a>",Sat Apr 11 21:28:57 +0800 2015,7,14,52,http://ww4.sinaimg.cn/bmiddle/61ae01a0jw1er1y9ue298j20ns0kw75y.jpg,0,109
109,3830571631672580,昂海兵尕尕尕尕丶尕湘湘,,链接查看评论,"<a href=""http://app.weibo.com/t/feed/6G7MnG"" rel=""nofollow"">三星GALAXY S4</a>",Sat Apr 11 22:35:08 +0800 2015,0,1,0,http://ww3.sinaimg.cn/bmiddle/005GxO2Ogw1er206pt8kcj306t0bct8r.jpg,3,110
110,3830593437939040,英国病人shuo,,跑步仍在繼續，有室友姑娘一起，一人一個夜晚是比較孤單，兩個人應該就不會了……,"<a href=""http://weibo.com/"" rel=""nofollow"">三星GALAXY S4</a>",Sun Apr 12 00:01:47 +0800 2015,0,4,2,,2,111
111,3830601688001400,来去之间,,一离京就下雨，一下雨就延误～～现在航班有延迟赔付了，擦航就卡着点飞天上转圈，多转了半个多小时，真是机智[挖鼻屎][挖鼻屎][挖鼻屎],"<a href=""http://app.weibo.com/t/feed/3o33sO"" rel=""nofollow"">iPhone 6</a>",Sun Apr 12 00:34:34 +0800 2015,2,8,11,http://ww2.sinaimg.cn/bmiddle/4242e8adjw1er23k86rfsj20hs0hs41i.jpg,0,112
112,3830623435462500,T莔T,,?手机坏了 现在特别想可以自己工作赚钱换个时尚时尚最时尚的手机 [泪流满面][泪流满面][泪流满面],"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>",Sun Apr 12 02:00:59 +0800 2015,0,2,1,,1,113
113,3830693409138670,胡小敏要唱着倔强写后青春期的诗,,好大的雾[睡觉],"<a href=""http://app.weibo.com/t/feed/3G5oUM"" rel=""nofollow"">iPhone 5s</a>",Sun Apr 12 06:39:02 +0800 2015,0,2,0,,2,114
114,3830737277424340,昂海兵尕尕尕尕丶尕湘湘,,链接查看评论,"<a href=""http://app.weibo.com/t/feed/6G7MnG"" rel=""nofollow"">三星GALAXY S4</a>",Sun Apr 12 09:33:21 +0800 2015,0,1,0,http://ww4.sinaimg.cn/bmiddle/005GxO2Ogw1er2j7kxid0j308n0baweo.jpg,3,115
115,3830741659812600,微博树洞,,羽毛球羽毛球羽毛球羽毛球[哼]打不好能怎么办,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Sun Apr 12 09:50:46 +0800 2015,2,30,67,,1,116
116,3830741983284960,虎扑足球,,【传曼联出价更高，有望击败利物浦签下德佩】据《镜报》报道，曼联已告知埃因霍温，他们愿意满足对方的要价——2500万英镑。这一价格超过了利物浦所愿意支付的2000万英镑，虽然红军考察这名球员也有18个月之久。此前曼联主帅范加尔对今夏的引援给出了暗示，他说：“我毫不怀疑，那些球员会来曼联。”,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Sun Apr 12 09:52:03 +0800 2015,18,38,33,http://ww3.sinaimg.cn/bmiddle/653d411egw1er2jidwindj20gx098wf0.jpg,0,117
117,3830746529867300,--L凬,,头发真的不是好几天没有洗了[呵呵],"<a href=""http://weibo.com/"" rel=""nofollow"">Android</a>",Sun Apr 12 10:10:07 +0800 2015,0,4,2,http://ww1.sinaimg.cn/bmiddle/b6bc92ebjw1er2k9t8ttzj20qo0zmq7k.jpg,2,118
118,3830747519627580,虎扑足球,,【巴萨副主席：不知道恩里克为什么换下内马尔】在今天凌晨的比赛中巴萨客场2-2战平塞维利亚。赛后，巴萨副主席霍尔迪-梅斯特在接受采访时对恩里克在比赛还有20分钟时就将内马尔换下的决定表示不解，他拒绝评论内马尔被换下场时做出的手势：“我不知道恩里克为什么把内马尔换下来，他有自己的理由。”,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Sun Apr 12 10:14:03 +0800 2015,8,21,21,http://ww2.sinaimg.cn/bmiddle/653d411egw1er2jnnvk4vj20k00bawfc.jpg,0,119
119,3830747959422640,微博树洞,,我每天都梦见你。虽然悬殊但是我一直保持暗恋的勇气。不管我有多么的过客,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Sun Apr 12 10:15:48 +0800 2015,6,11,68,,1,120
120,3830775537599650,昂海兵尕尕尕尕丶尕湘湘,,链接查看评论,"<a href=""http://app.weibo.com/t/feed/6G7MnG"" rel=""nofollow"">三星GALAXY S4</a>",Sun Apr 12 12:05:23 +0800 2015,0,1,0,http://ww2.sinaimg.cn/bmiddle/005GxO2Ogw1er2nlrim7ej309f0ayglt.jpg,3,121
121,3830778838612100,南大周志华,,"1, 2, 3, 2, 3, 4, 3, 4, 5, ... 问前25个数的和是多少，用小学一年级的知识(没学过乘法)，该怎么解啊？","<a href=""http://app.weibo.com/t/feed/6G7MnG"" rel=""nofollow"">三星GALAXY S4</a>",Sun Apr 12 12:18:30 +0800 2015,8,24,8,,0,122
122,3830864884736340,经济观察报,,【海南30万亩玉米滞销每斤只卖6毛钱！部分农户无钱还贷】近期海南东方市种植的30万亩甜玉米丰收，然而由于市场供大于求导致玉米价格下跌，现每斤仅卖6毛钱，低于成本价！不少玉米已干瘪，部分农户无钱还贷！（央视）,"<a href=""http://app.weibo.com/t/feed/6BozqB"" rel=""nofollow"">经济观察网</a>",Sun Apr 12 18:00:24 +0800 2015,37,38,48,http://ww3.sinaimg.cn/bmiddle/61d83ed4jw1er2xv6pmtwj20fa0bb0ui.jpg,0,123
123,3830867170440890,民生江西,,【因不满航班餐食 男子将盖饭泼向空姐致其烫伤[怒]】因为吃饭不满意就在飞机上耍横，这样的乘客还真有！10日，宁波—长沙的PN6260航班上，一乘客因不满航班餐食配备，在客舱中抢夺热盖饭，泼向空姐，将其烫伤。该乘客被机场警方处500元处罚并责令其向受伤乘务员做出一定金额补偿。http://t.cn/RAS7ZpN,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Sun Apr 12 18:09:29 +0800 2015,2,4,4,http://ww4.sinaimg.cn/bmiddle/83252582jw1er2y4m62xhj20c70dgabf.jpg,0,124
124,3830872949985590,微博树洞,,爱死中药粉 痘痘终于好了！@SS就是霂霂,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Sun Apr 12 18:32:28 +0800 2015,2,10,41,,1,125
125,3830875466485020,微博树洞,,宅女好累呀，很难找到男朋友，只能自己养活自己，必须要找到一份有保障的工作，才不用担心以后怎么生活。[泪],"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Sun Apr 12 18:42:28 +0800 2015,9,27,106,,1,126
126,3830876729076570,微博树洞,,无意中在“非常完美”中看到你对你怦然心动，但是我知道这个是遥远的爱情，看到你拒绝上台的女生，在看到你对喜欢的女生勇敢的表白，其实那种感觉其实心里真的很不好受。但是，也知道我只能在心里默默的喜欢，没有勇气跟你说喜欢你！默默关注你的微博，默默为你加油！,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Sun Apr 12 18:47:29 +0800 2015,8,15,65,,1,127
127,3830877987460950,微博树洞,,我谢谢树洞君，树洞君棒棒哒,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Sun Apr 12 18:52:29 +0800 2015,1,3,48,,1,128
128,3830879007089210,昂海兵尕尕尕尕丶尕湘湘,,链接查看评论,"<a href=""http://app.weibo.com/t/feed/6G7MnG"" rel=""nofollow"">三星GALAXY S4</a>",Sun Apr 12 18:56:32 +0800 2015,0,1,0,http://ww1.sinaimg.cn/bmiddle/005GxO2Ogw1er2zhkkowwj307a0bh74g.jpg,3,129
129,3830879988246410,经济观察报,,【温州商人集资300万建豪华龙舟 3年沉3次】2012年，几位温州商人集资300万元建成一艘水上台阁，可是，这艘有“水上宾利”戏称的奢华龙舟却命途多舛，两年间在同一时间、同一地点沉没。沉没的原因，至今没有查清。两三天前，有人发现，“极品龙舟”又沉了。http://t.cn/RAakrpL,"<a href=""http://app.weibo.com/t/feed/6BozqB"" rel=""nofollow"">经济观察网</a>",Sun Apr 12 19:00:26 +0800 2015,20,22,26,http://ww3.sinaimg.cn/bmiddle/61d83ed4jw1er2zlmt9v0j20fa0awdhh.jpg,0,130
130,3830880507905370,微博树洞,,分手快一年了[失望]他也有了新欢这一年间我也有一段感情[失望]但是被我提出分手终结了[失望]其实这段时间一直没有忘记过他真的很爱他[失望],"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Sun Apr 12 19:02:30 +0800 2015,9,34,118,,1,131
131,3830884115035530,新浪体育,,【正视频直播女子冰球世锦赛中国冲冠】2015年女子冰球世锦赛甲级B组进入最后一天争夺，中国队迎战保持不败的斯洛伐克队，如果能够战胜对手，中国队将夺得冠军并且在下个赛季升级进入甲级A组。祝中国队姑娘们好运！视频直播间：http://t.cn/RASJJmB手机APP看球：http://t.cn/8kdKLwn,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Sun Apr 12 19:16:50 +0800 2015,15,16,62,http://ww4.sinaimg.cn/bmiddle/61add42ajw1er2zwicvndj20hs0w9afz.jpg,0,132
132,3830884291462840,微博树洞,,初恋啊20多年了我还执着的义无反顾的喜欢着你 可以写成一部剧本,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Sun Apr 12 19:17:32 +0800 2015,4,28,94,,1,133
133,3830896702609980,夏桐NJ临,,链接查看评论,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>",Sun Apr 12 20:06:51 +0800 2015,0,1,0,http://ww2.sinaimg.cn/bmiddle/e06afcbdgw1er31iqfi24j208i09zq38.jpg,3,134
134,3830905506684470,CCTV5,,【郑智手球送点 宏运扳回一城】第34分钟，秦升掷出界外球，禁区内郑智躲闪不及，手球送点！宏运队詹姆斯主罚命中！恒大2比1宏运！#2014年中超#,"<a href=""http://app.weibo.com/t/feed/1tqBja"" rel=""nofollow"">360安全浏览器</a>",Sun Apr 12 20:41:50 +0800 2015,21,38,30,http://ww1.sinaimg.cn/bmiddle/b2664ecdjw1er32izvwa2g207t04bkjl.gif,1,135
135,3830906973886680,微博树洞,,我的天啊，果然世界之大无奇不有。我只是发个树洞希望大家真诚说点意见而已。结果评论有吐槽的，有说我瞎编的，真是吓到我了，嗯，我想第一次发树洞是尝试，那这是最后一次发树洞。,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Sun Apr 12 20:47:40 +0800 2015,4,8,35,,1,136
136,3830908232483280,微博树洞,,树洞君，爱一个人好难。?,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Sun Apr 12 20:52:40 +0800 2015,8,28,67,,1,137
137,3830908371394910,总裁语录,,从这里出发，约嘛[害羞],"<a href=""http://weibo.com/"" rel=""nofollow"">iPhone 6 Plus</a>",Sun Apr 12 20:53:13 +0800 2015,1,13,4,http://ww2.sinaimg.cn/bmiddle/73ae3ca8jw1er32uyuvtbj20hs0dcaan.jpg,1,138
138,3830908568491710,长沙吃喝玩乐情报,, 如何叫醒熟睡的基友，新技能get！！！,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Sun Apr 12 20:54:00 +0800 2015,0,1,2,http://ww3.sinaimg.cn/bmiddle/70e0a133gw1er1n0nrb9jg207q05ue84.gif,3,139
139,3830909490452790,微博树洞,,我叫白云 是真的 你觉得好听么,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Sun Apr 12 20:57:40 +0800 2015,6,41,53,,1,140
