,cid,sid,screen_name,reply2Id,ctext,csource,create_at,UC
437,3827557092561945,3827551711942421,贝托Tt,,呵呵,"<a href=""http://app.weibo.com/t/feed/173r1J"" rel=""nofollow"">三星Galaxy NOTE III</a>",Fri Apr 03 14:56:26 +0800 2015,2
438,3827557126787075,3827550453055926,若如初见_5476,,不知道，,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 14:56:33 +0800 2015,3
439,3827557139381112,3827556756955179,倾狮护诗_钉子love刺,,[爱你],"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 14:56:37 +0800 2015,2
440,3827557151566830,3827555494387071,土家汉子不放弃866,,男朋友？,"<a href=""http://app.weibo.com/t/feed/4Vdgl4"" rel=""nofollow"">小米手机4</a>",Fri Apr 03 14:56:39 +0800 2015,3
441,3827557163829080,3827551711942421,徐杨Jacky,,这也是离开热火的原因吧，不管怎么样，职业体育总是这样，感情可以一直在，但不一定非在一队。,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 14:56:43 +0800 2015,2
442,3827557293860459,3827553968169365,我的拨片呢,,回复@暴走白小仙:西金丝，小特被他淘汰了,"<a href=""http://app.weibo.com/t/feed/6Df7i5"" rel=""nofollow"">小米手机2S</a>",Fri Apr 03 14:57:13 +0800 2015,2
443,3827557353048007,3827550453055926,行若何寻,,掏出来,"<a href=""http://app.weibo.com/t/feed/3o33sO"" rel=""nofollow"">iPhone 6</a>",Fri Apr 03 14:57:27 +0800 2015,2
444,3827557382431160,3827551396546350,打酱油的麦子2333333,,笑尿了,"<a href=""http://app.weibo.com/t/feed/3o33sO"" rel=""nofollow"">iPhone 6</a>",Fri Apr 03 14:57:35 +0800 2015,3
445,3827557432798075,3827554236311979,XiongQiuGenRong,3827556799234028.0,回复@sisikaivivi:呵呵,"<a href=""http://app.weibo.com/t/feed/3LmntD"" rel=""nofollow"">联想S939·八核时代</a>",Fri Apr 03 14:57:46 +0800 2015,2
446,3827557461684577,3827553968169365,暴走白小仙,3827557293860459.0,回复@我的拨片呢:[汗]小灰加油！希金斯比较难对付,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 14:57:54 +0800 2015,2
447,3827557541673282,3827555494387071,鞋霸198303,,不会的，傻丫头,"<a href=""http://app.weibo.com/t/feed/5gA59F"" rel=""nofollow"">小米手机3</a>",Fri Apr 03 14:58:12 +0800 2015,3
448,3827557713784801,3827551396546350,蔡捷,,曾经高高在上，现在突下底层,"<a href=""http://app.weibo.com/t/feed/3o33sO"" rel=""nofollow"">iPhone 6</a>",Fri Apr 03 14:58:54 +0800 2015,2
449,3827557738966480,3827556756955179,XiongQiuGenRong,,那样,"<a href=""http://app.weibo.com/t/feed/3LmntD"" rel=""nofollow"">联想S939·八核时代</a>",Fri Apr 03 14:58:59 +0800 2015,2
450,3827557747363049,3827553968169365,ARS_Y0UNG,3827556480112854.0,回复@暴走白小仙:巫师，床铺昨天惜败[生病],"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 14:59:02 +0800 2015,1
451,3827557860824946,3827551711942421,晨哥潮鞋宣传号,,不愧好兄弟[赞][赞][赞][赞][赞][赞],"<a href=""http://app.weibo.com/t/feed/3o33sO"" rel=""nofollow"">iPhone 6</a>",Fri Apr 03 14:59:29 +0800 2015,2
452,3827557919590107,3827555494387071,不快乐的人199903,,什么事都要想开点,"<a href=""http://app.weibo.com/t/feed/2AhyC"" rel=""nofollow"">三星Galaxy Note II</a>",Fri Apr 03 14:59:43 +0800 2015,3
453,3827557940575534,3827546459788156,滔滔SA俏可人总代,3827550625575268.0,回复@用户5549120850:不容易，哥儿们好眼力,"<a href=""http://app.weibo.com/t/feed/99GpJ"" rel=""nofollow"">华为Ascend Mate7</a>",Fri Apr 03 14:59:48 +0800 2015,3
454,3827558002785795,3827556756955179,周-小川末日,,[亲一口],"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:00:03 +0800 2015,3
455,3827558011684030,3827556756955179,sisikaivivi,,那就别这样了啊,"<a href=""http://app.weibo.com/t/feed/22zMnn"" rel=""nofollow"">小米手机</a>",Fri Apr 03 15:00:05 +0800 2015,2
456,3827558095307132,3827558015065357,sisikaivivi,,加油啊,"<a href=""http://app.weibo.com/t/feed/22zMnn"" rel=""nofollow"">小米手机</a>",Fri Apr 03 15:00:25 +0800 2015,2
457,3827558124429063,3827558015065357,周-小川末日,,[爱你],"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:00:32 +0800 2015,3
458,3827558124699144,3827556756955179,新世界娱乐城线上娱乐,,想要的时候就恳求、不想要的时候就说累。,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:00:32 +0800 2015,2
459,3827558153486539,3827551711942421,SwaggyP,,其实就是普通朋友关心一下，黑们不用说虚伪，蜜们也别说基情，挺无聊的。,"<a href=""http://app.weibo.com/t/feed/3o33sO"" rel=""nofollow"">iPhone 6</a>",Fri Apr 03 15:00:39 +0800 2015,3
460,3827558204579664,3827558015065357,一半的幸福520,,加油,"<a href=""http://app.weibo.com/t/feed/5hCtyG"" rel=""nofollow"">红米2</a>",Fri Apr 03 15:00:51 +0800 2015,3
461,3827558242243095,3827558015065357,姜泰JSPI,,加油,"<a href=""http://app.weibo.com/t/feed/3o33sO"" rel=""nofollow"">iPhone 6</a>",Fri Apr 03 15:01:00 +0800 2015,3
462,3827558262545608,3827558015065357,双子蔚蓝星辰,,加油,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:01:05 +0800 2015,3
463,3827558280040535,3827551711942421,Jerome-Aubamelo,,哈哈笑死人咯。,"<a href=""http://weibo.com/"" rel=""nofollow"">Android</a>",Fri Apr 03 15:01:09 +0800 2015,2
464,3827558304491162,3827558015065357,努力而奋斗_63361,,加有[鼓掌],"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>",Fri Apr 03 15:01:15 +0800 2015,3
465,3827558305228206,3827551715627868,滔滔SA俏可人总代,,祝你好运。,"<a href=""http://app.weibo.com/t/feed/99GpJ"" rel=""nofollow"">华为Ascend Mate7</a>",Fri Apr 03 15:01:15 +0800 2015,3
466,3827558305343183,3827555494387071,大虎子膘膘,,哟 纹身耳洞弄了就会死？,"<a href=""http://app.weibo.com/t/feed/5yiHuw"" rel=""nofollow"">iPhone 6 Plus</a>",Fri Apr 03 15:01:14 +0800 2015,2
467,3827558338548164,3827558015065357,洋洋129980,,别人浮夸我真实  能作弊吗？,"<a href=""http://app.weibo.com/t/feed/63af84"" rel=""nofollow"">vivo智能手机</a>",Fri Apr 03 15:01:23 +0800 2015,2
468,3827558342745747,3827551396546350,傅SEN-SEI,,我是一只傲娇的鸭子[喵喵],"<a href=""http://weibo.com/"" rel=""nofollow"">iPhone 6</a>",Fri Apr 03 15:01:24 +0800 2015,2
469,3827558355337015,3827555494387071,夏末and多米,,之前的自己已经挂掉了，无论是新恋爱还是过去的自己,"<a href=""http://app.weibo.com/t/feed/6Df7i5"" rel=""nofollow"">小米手机2S</a>",Fri Apr 03 15:01:26 +0800 2015,2
470,3827558363735432,3827550453055926,潇潇细雨秋风到,,你如果舍不得，就尽力让他留下来，如果想好了就要想开，如果她爱你，相信会回来的,"<a href=""http://app.weibo.com/t/feed/1NCPPN"" rel=""nofollow"">索尼Xperia S LT26i</a>",Fri Apr 03 15:01:29 +0800 2015,3
471,3827558514525267,3827558015065357,王小七牛肉干,,加油,"<a href=""http://app.weibo.com/t/feed/qsbvs"" rel=""nofollow"">手机微博触屏版</a>",Fri Apr 03 15:02:05 +0800 2015,3
472,3827558527453489,3827558015065357,用户5539942113,,加油啊,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:02:08 +0800 2015,2
473,3827558615351525,3827557944382777,REUS杜雄,,哪个巴山？四川巴中？,"<a href=""http://app.weibo.com/t/feed/3G5oUM"" rel=""nofollow"">iPhone 5s</a>",Fri Apr 03 15:02:29 +0800 2015,2
474,3827558619919767,3827557944382777,谁给你心开冷枪6,,我也想去，太远了[泪],"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>",Fri Apr 03 15:02:30 +0800 2015,3
475,3827558674490954,3827557944382777,zmdcxd,,[给力],"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:02:43 +0800 2015,2
476,3827558816849973,3827558015065357,格子AY,,我也是  加油～,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>",Fri Apr 03 15:03:16 +0800 2015,3
477,3827558875717998,3827551711942421,叨叨少年,,真爱！！！[心][心][心][爱你][爱你][爱你],"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:03:30 +0800 2015,2
478,3827558950455426,3827558015065357,杨洋的心情,,加油⊙▽⊙,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>",Fri Apr 03 15:03:48 +0800 2015,3
479,3827558976099066,3827558015065357,123czhhaha,,加油！山东的？,"<a href=""http://app.weibo.com/t/feed/1ls6aP"" rel=""nofollow"">荣耀畅玩4X·快科技</a>",Fri Apr 03 15:03:55 +0800 2015,3
480,3827559084681944,3827553968169365,沫陌尛s,,塞尔比加油[心],"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>",Fri Apr 03 15:04:21 +0800 2015,3
481,3827559240563395,3827557944382777,SnowyEvening,,在哪都不说,"<a href=""http://app.weibo.com/t/feed/3G5oUM"" rel=""nofollow"">iPhone 5s</a>",Fri Apr 03 15:04:58 +0800 2015,2
482,3827559248576730,3827558015065357,不过是你所以,,加油啊,"<a href=""http://app.weibo.com/t/feed/3zcuU3"" rel=""nofollow"">金立智能手机</a>",Fri Apr 03 15:05:00 +0800 2015,3
483,3827559273437583,3827551715627868,Lady囍,,我男神也比我大?,"<a href=""http://weibo.com/"" rel=""nofollow"">新浪微博4G版</a>",Fri Apr 03 15:05:05 +0800 2015,2
484,3827559374108165,3827559277939045,张大爷6100,,呵呵哒,"<a href=""http://app.weibo.com/t/feed/1KucM4"" rel=""nofollow"">荣耀3C</a>",Fri Apr 03 15:05:29 +0800 2015,3
485,3827559407971864,3827559261296573,我的对象是小流氓,,沙发,"<a href=""http://app.weibo.com/t/feed/3G5oUM"" rel=""nofollow"">iPhone 5s</a>",Fri Apr 03 15:05:38 +0800 2015,2
486,3827559420833728,3827557944382777,JaveJun,,是四川省巴中市的铁路火车吗？？,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:05:41 +0800 2015,2
487,3827559437026676,3827556756955179,春游987,,人生本是如此～,"<a href=""http://app.weibo.com/t/feed/1J95c3"" rel=""nofollow"">红米手机</a>",Fri Apr 03 15:05:45 +0800 2015,3
488,3827559471202703,3827558015065357,爱思毗邻,,加油[good],"<a href=""http://app.weibo.com/t/feed/5hCtyG"" rel=""nofollow"">红米2</a>",Fri Apr 03 15:05:53 +0800 2015,3
489,3827559496057837,3827553968169365,水果硬糖西兰花,,小丑,"<a href=""http://app.weibo.com/t/feed/3G5oUM"" rel=""nofollow"">iPhone 5s</a>",Fri Apr 03 15:05:59 +0800 2015,2
490,3827559580088544,3827559261296573,agentHYFA,,神龟这眼神,"<a href=""http://app.weibo.com/t/feed/1cfqZ6"" rel=""nofollow"">nubia Z7 Max</a>",Fri Apr 03 15:06:18 +0800 2015,3
491,3827559592533467,3827553968169365,普罗旺斯de薰衣草,,@我在西西里 你塞,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:06:22 +0800 2015,2
492,3827559618231495,3827559277939045,sisikaivivi,,呵,"<a href=""http://app.weibo.com/t/feed/22zMnn"" rel=""nofollow"">小米手机</a>",Fri Apr 03 15:06:28 +0800 2015,2
493,3827559685396224,3827559261296573,-李迪文,,确实,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>",Fri Apr 03 15:06:44 +0800 2015,1
494,3827559697627937,3827559277939045,教你如何把妹,,傻逼,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>",Fri Apr 03 15:06:47 +0800 2015,2
495,3827559697986398,3827559277939045,蓝海评论指标室,,[泪]说的太好了。,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>",Fri Apr 03 15:06:46 +0800 2015,3
496,3827559743900998,3827559277939045,马达加斯加的哥哥哈士奇,,无语 - - 我曾经也是主播圈的 只想说你别期待太多 她我多少还是知道点黑历史的,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:06:58 +0800 2015,2
497,3827559835510956,3827559261296573,此人可能无敌_,,他们都来自雷霆,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>",Fri Apr 03 15:07:19 +0800 2015,2
498,3827559987041921,3827559277939045,说了不是我干的,,呵呵哒,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:07:56 +0800 2015,2
499,3827560029116519,3827559261296573,Markghx,,确实,"<a href=""http://app.weibo.com/t/feed/1GEU4g"" rel=""nofollow"">Smartisan T1</a>",Fri Apr 03 15:08:06 +0800 2015,1
500,3827560041708264,3827556756955179,greatabrother,,加油,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:08:09 +0800 2015,2
501,3827560158801982,3827559277939045,我的小芳5544132860,,恩,"<a href=""http://app.weibo.com/t/feed/3VCJyR"" rel=""nofollow"">YunOS</a>",Fri Apr 03 15:08:37 +0800 2015,3
502,3827560280445118,3827559277939045,大白119,3827559697986398.0,回复@咖啡评论工作室:是吧,"<a href=""http://app.weibo.com/t/feed/5Vn5w4"" rel=""nofollow"">红米Note</a>",Fri Apr 03 15:09:06 +0800 2015,2
503,3827560306172846,3827559261296573,Super--Cai,,哈基似乎有一种不祥的预感！,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:09:12 +0800 2015,2
504,3827560331097534,3827559261296573,hannibal_bazinga,,难道所有人都喜欢看哈登倚着人上篮骗犯规么？,"<a href=""http://app.weibo.com/t/feed/5dtGzh"" rel=""nofollow"">魅族 MX</a>",Fri Apr 03 15:09:18 +0800 2015,2
505,3827560338860111,3827559277939045,努力而奋斗_63361,,[太开心],"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>",Fri Apr 03 15:09:20 +0800 2015,3
506,3827560355638288,3827553968169365,我在西西里,,回复@普罗旺斯de薰衣草:这倒霉胡子是咋整的,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>",Fri Apr 03 15:09:24 +0800 2015,2
507,3827560398259217,3827557944382777,黄避菊沉鱼标,,不错的样子 欧版球衣 关注@GEEK球衣2号,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:09:34 +0800 2015,2
508,3827560444430386,3827559261296573,杭电猪肉荣uncle,,当初留哈登和梅诺，送走威少，不知道雷霆会不会好一点,"<a href=""http://app.weibo.com/t/feed/3G5oUM"" rel=""nofollow"">iPhone 5s</a>",Fri Apr 03 15:09:45 +0800 2015,1
509,3827560460871603,3827559277939045,陪Ta去看海o,,不是你的菜,"<a href=""http://app.weibo.com/t/feed/5gA59F"" rel=""nofollow"">小米手机3</a>",Fri Apr 03 15:09:48 +0800 2015,3
510,3827560477664906,3827559261296573,Jordan_炜哥鞋柜,,[太开心][太开心][太开心][太开心][太开心][太开心][太开心][太开心],"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:09:53 +0800 2015,2
511,3827560503195763,3827558015065357,若如初见_5476,,加油,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:09:59 +0800 2015,3
512,3827560519227127,3827559261296573,无耻混蛋NO_1,,神图,"<a href=""http://app.weibo.com/t/feed/5yiHuw"" rel=""nofollow"">iPhone 6 Plus</a>",Fri Apr 03 15:10:03 +0800 2015,2
513,3827560569871463,3827559261296573,孤叶寒江雪,,威少场均8.7 哈登场均7.0,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:10:15 +0800 2015,3
514,3827560612346881,3827559277939045,云南希恩环境,,呵呵。如果这样想，等你赚钱比她多的时候，她已经找到老公了。如果相爱，只要能过日子的收入就够了，如果要的更多，她不合适你。,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:10:25 +0800 2015,3
515,3827560632991878,3827553968169365,东方昆仑子,,上班 看不了比赛[可怜],"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:10:30 +0800 2015,3
516,3827560720566955,3827559261296573,六号楼的舸里高尔,,回复@hannibal_bazinga:有些骗的还是明星哨,"<a href=""http://app.weibo.com/t/feed/2bcrsS"" rel=""nofollow"">百度ROM</a>",Fri Apr 03 15:10:51 +0800 2015,1
517,3827560733150647,3827559261296573,AJ公社,,喜欢AJ[来][来][来][来][来],"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:10:54 +0800 2015,2
518,3827560750610642,3827547718162859,潇潇细雨秋风到,,如果不能走进他的世界，不如平淡的离开,"<a href=""http://app.weibo.com/t/feed/1NCPPN"" rel=""nofollow"">索尼Xperia S LT26i</a>",Fri Apr 03 15:10:58 +0800 2015,3
519,3827560813244770,3827558015065357,射手座花开物语,,加油！！,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:11:13 +0800 2015,3
520,3827560867818845,3827559261296573,遥远的妖孽,,卡莱尔来救场了,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:11:26 +0800 2015,1
521,3827560951850067,3827560536314804,欣欣相印5555,,你作死呀,"<a href=""http://app.weibo.com/t/feed/1J95c3"" rel=""nofollow"">红米手机</a>",Fri Apr 03 15:11:46 +0800 2015,3
522,3827561052255856,3827559261296573,Tracy_王志豪,,长按哈登脸部后相机锁定对焦，然后再对焦大西布?,"<a href=""http://app.weibo.com/t/feed/3G5oUM"" rel=""nofollow"">iPhone 5s</a>",Fri Apr 03 15:12:10 +0800 2015,1
523,3827561094229098,3827546459788156,过客不会飞的燕子86,,你也是够了,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>",Fri Apr 03 15:12:20 +0800 2015,3
524,3827561106825449,3827560536314804,蓝海评论指标室,,[泪]刚才在厕所摔了一跤，但没事。,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>",Fri Apr 03 15:12:23 +0800 2015,3
525,3827561249548105,3827559277939045,月月月little月,,傻逼,"<a href=""http://weibo.com/"" rel=""nofollow"">Android</a>",Fri Apr 03 15:12:57 +0800 2015,2
526,3827561274736064,3827559261296573,hannibal_bazinga,3827560720566955.0,回复@六号楼的舸里高尔:我承认基石登技术很全面，但是20+的得分里有10+是罚球拿到的，主动去找身体接触造犯规，这种打法真心难看。,"<a href=""http://app.weibo.com/t/feed/5dtGzh"" rel=""nofollow"">魅族 MX</a>",Fri Apr 03 15:13:03 +0800 2015,2
527,3827561446276919,3827558015065357,Sandy李小曼,,要高考了还不快珍爱书本，远离手机,"<a href=""http://weibo.com/"" rel=""nofollow"">iPhone 5s</a>",Fri Apr 03 15:13:44 +0800 2015,3
528,3827561455299598,3827558015065357,残念系吐槽部-肥鱼,,加油！,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>",Fri Apr 03 15:13:46 +0800 2015,2
529,3827561614556140,3827558015065357,胖子5567206852,,我也是，理科生,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>",Fri Apr 03 15:14:24 +0800 2015,3
530,3827561706340905,3827560536314804,0215陪你从青涩到白头,,我也姓钟哦,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>",Fri Apr 03 15:14:46 +0800 2015,3
531,3827561715301720,3827559261296573,小T-这是马甲,3827560331097534.0,回复@hannibal_bazinga:以前第一分卫都是靠投篮突破真刀真枪得分，自从有了哈登以后，只需要轻轻松松练罚球就够了[嘘],"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>",Fri Apr 03 15:14:48 +0800 2015,2
532,3827561735963275,3827551396546350,足球篮球推荐打遍天下无对手,,继上周五夜六晨夜推荐足球NBA20红1走3黑、周日周一晨推荐足球NBA25红4走4黑、周一夜周二晨推荐足球NBA13红1黑、周二夜推荐足球六红一走、周三周四晨推荐足球NBA30红1走3黑之后我昨夜今晨推荐足球篮球又是15红2黑绝对大赚啊，一切实力说话,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:14:53 +0800 2015,3
533,3827561887100486,3827561798621927,雪白猫家居服专卖,,[doge]凉心暖男是什么鬼,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:15:29 +0800 2015,3
534,3827561891295070,3827551711942421,干拔跳投打铁,,有多少爱可以重来…[话筒][话筒][话筒],"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>",Fri Apr 03 15:15:29 +0800 2015,1
535,3827561908147268,3827559261296573,开饭EKI,,把队里的助攻王用废跟着去舔别家球星的传球[吐][吐][吐],"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:15:34 +0800 2015,1
536,3827561962663025,3827559261296573,AJ-鞋柜-招代理,,来聊鞋子[阴险][阴险][阴险][阴险][阴险][阴险][阴险],"<a href=""http://app.weibo.com/t/feed/3o33sO"" rel=""nofollow"">iPhone 6</a>",Fri Apr 03 15:15:47 +0800 2015,1
537,3827562088340177,3827561798621927,炮灰甲土匪丙,,凉心只因对事物抱有的希望太大[熊猫],"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:16:17 +0800 2015,2
538,3827562121919720,3827561798621927,旺仔仔5578270009,,？？。,"<a href=""http://app.weibo.com/t/feed/6Df7i5"" rel=""nofollow"">小米手机2S</a>",Fri Apr 03 15:16:25 +0800 2015,3
539,3827562122236944,3827561798621927,若如初见_5476,,要求好高哦,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:16:25 +0800 2015,3
540,3827562206191467,3827551396546350,_Shrink,,[doge]大韦德又伤 排名又跌到第八 直接跌出前八放大假,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:16:45 +0800 2015,2
541,3827562276491934,3827561798621927,周-小川末日,,哦,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:17:01 +0800 2015,3
542,3827562289076096,3827561798621927,费嘉俊JUN,,互相关注,"<a href=""http://app.weibo.com/t/feed/5gA59F"" rel=""nofollow"">小米手机3</a>",Fri Apr 03 15:17:05 +0800 2015,3
543,3827562373524577,3827553968169365,扬大陈安康,,塞尔比。。,"<a href=""http://app.weibo.com/t/feed/5gA59F"" rel=""nofollow"">小米手机3</a>",Fri Apr 03 15:17:25 +0800 2015,2
544,3827562474271538,3827551711942421,ARHY呵呵,,詹姆斯在笑中，因为骑士极有可能在首轮对战热火[右哼哼],"<a href=""http://app.weibo.com/t/feed/fkoop"" rel=""nofollow"">红米4G</a>",Fri Apr 03 15:17:49 +0800 2015,2
545,3827562557841830,3827560536314804,周-小川末日,,恩,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:18:08 +0800 2015,3
546,3827562738765203,3827551396546350,辉辉还是灰灰,3827555276568976.0,回复@A-J东莞鞋柜仓库:加紧废物！！好好卖你的假鞋去,"<a href=""http://app.weibo.com/t/feed/3o33sO"" rel=""nofollow"">iPhone 6</a>",Fri Apr 03 15:18:52 +0800 2015,2
547,3827562751357529,3827546459788156,挖坑坑自己,,知道你是母的[哈哈],"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>",Fri Apr 03 15:18:55 +0800 2015,3
548,3827562898012712,3827560536314804,Areme_,,@DREAMER-Susan,"<a href=""http://app.weibo.com/t/feed/6G7MnG"" rel=""nofollow"">三星GALAXY S4</a>",Fri Apr 03 15:19:30 +0800 2015,3
549,3827563006348101,3827561798621927,长得帅死的快空间,,这里，,"<a href=""http://app.weibo.com/t/feed/4SiHrx"" rel=""nofollow"">OPPO Find 7</a>",Fri Apr 03 15:19:56 +0800 2015,3
550,3827563057526271,3827551396546350,愿亦可,,好大一棵树,"<a href=""http://app.weibo.com/t/feed/3G5oUM"" rel=""nofollow"">iPhone 5s</a>",Fri Apr 03 15:20:08 +0800 2015,3
551,3827563115996505,3827559261296573,油城交警小潘,,转发微博,"<a href=""http://app.weibo.com/t/feed/8crQy"" rel=""nofollow"">Weico.iPhone</a>",Fri Apr 03 15:20:21 +0800 2015,1
552,3827563321432283,3827558015065357,倾世小君,,加油,"<a href=""http://app.weibo.com/t/feed/2trInO"" rel=""nofollow"">红米Note 4G</a>",Fri Apr 03 15:21:11 +0800 2015,3
553,3827563497745698,3827548976536610,新品大咖咔咔韩束papa,,好,"<a href=""http://app.weibo.com/t/feed/13mmrA"" rel=""nofollow"">OPPO智能手机</a>",Fri Apr 03 15:21:53 +0800 2015,3
554,3827563530984962,3827559277939045,林安商贸有限公司,,YY主播啊 叫啥名啊，估计混得好我还认识了,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:22:01 +0800 2015,2
555,3827563552059157,3827559261296573,FREEHDNBA,,沒有水印。點擊原圖。本人只是想分享一些圖片。有興趣請關注我的微薄,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:22:06 +0800 2015,1
556,3827563581736848,3827547718162859,新品大咖咔咔韩束papa,,慢慢会忘记,"<a href=""http://app.weibo.com/t/feed/13mmrA"" rel=""nofollow"">OPPO智能手机</a>",Fri Apr 03 15:22:13 +0800 2015,3
557,3827563682485399,3827561798621927,PotentialStocks丶仇,,在这里,"<a href=""http://app.weibo.com/t/feed/e0WUS"" rel=""nofollow"">微博桌面</a>",Fri Apr 03 15:22:36 +0800 2015,3
558,3827564180828247,3827559277939045,王蓬博83368,,草 真有你这么傻逼的男人,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:24:36 +0800 2015,3
559,3827564332347382,3827561798621927,滔滔SA俏可人总代,,暖男[可爱],"<a href=""http://app.weibo.com/t/feed/99GpJ"" rel=""nofollow"">华为Ascend Mate7</a>",Fri Apr 03 15:25:11 +0800 2015,3
560,3827564361740276,3827558015065357,欧亲爱的,,加油啦,"<a href=""http://app.weibo.com/t/feed/3b7vIC"" rel=""nofollow"">酷派大神</a>",Fri Apr 03 15:25:19 +0800 2015,3
